case_id,scenario,n_affected,lag,vis_condition,true_root,pred_root,root_correct,true_onset,pred_onset,onset_abs_error,model_confidence,model_reason,parse_status
NA1_LAG50_011_overlay,NA1_LAG50,1.0,50.0,overlay,2,2,True,100.0,0.0,100.0,0.95,"Channel 2 shows a distinct pattern that deviates from the others throughout the entire time period, indicating it is the root cause. The other channels remain consistent with each other, showing no signs of influence from channel 2.",OK
NA1_LAG50_011_subplot,NA1_LAG50,1.0,50.0,subplot,2,none,False,100.0,,,0.95,All channels display a consistent sinusoidal pattern without any visible anomalies or deviations from their expected behavior.,OK
NA1_LAG50_012_overlay,NA1_LAG50,1.0,50.0,overlay,5,none,False,100.0,,,0.95,All channels exhibit a consistent sinusoidal pattern without any visible anomalies or deviations. There is no indication of a root cause or affected channels.,OK
NA1_LAG50_012_subplot,NA1_LAG50,1.0,50.0,subplot,5,none,False,100.0,,,0.95,All channels exhibit a consistent sinusoidal pattern with no visible anomalies or deviations from their expected behavior.,OK
NA1_LAG50_013_overlay,NA1_LAG50,1.0,50.0,overlay,3,3,True,100.0,150.0,50.0,0.95,"Channel 3 deviates significantly from the others starting around time step 150, showing a distinct pattern. Other channels maintain their synchronized behavior, indicating they are unaffected.",OK
NA1_LAG50_013_subplot,NA1_LAG50,1.0,50.0,subplot,3,none,False,100.0,,,0.95,All channels exhibit normal sinusoidal patterns with no visible anomalies or deviations from their expected behavior.,OK
NA1_LAG50_014_overlay,NA1_LAG50,1.0,50.0,overlay,3,3,True,100.0,0.0,100.0,0.9,"Channel 3 shows a distinct pattern from the start, differing from the sinusoidal pattern of the others. Channel 4 also deviates slightly, possibly influenced by channel 3.",OK
NA1_LAG50_014_subplot,NA1_LAG50,1.0,50.0,subplot,3,3,True,100.0,0.0,100.0,0.85,"Channel 3 shows a flat pattern throughout, deviating from the sinusoidal pattern of others. Channel 5 shows increased noise, possibly influenced by Channel 3. Other channels maintain their sinusoidal patterns.",OK
NA1_LAG50_015_overlay,NA1_LAG50,1.0,50.0,overlay,1,1,True,100.0,200.0,100.0,0.95,"Channel 1 deviates significantly from the others starting around time step 200, suggesting it as the root cause. Channel 2 also shows a deviation, likely as a consequence. Channels 3, 4, 5, and 6 remain consistent with each other.",OK
NA1_LAG50_015_subplot,NA1_LAG50,1.0,50.0,subplot,1,none,False,100.0,,,0.95,All channels exhibit normal sinusoidal patterns with no visible anomalies or deviations from their expected behavior.,OK
NA1_LAG50_016_overlay,NA1_LAG50,1.0,50.0,overlay,1,1,True,100.0,250.0,150.0,0.95,"Channel 1 deviates significantly from the others starting around time step 250, indicating it as the root cause. Channel 6 shows a delayed response, while channels 2, 3, 4, and 5 remain consistent with each other.",OK
NA1_LAG50_016_subplot,NA1_LAG50,1.0,50.0,subplot,1,2,False,100.0,0.0,100.0,0.85,"Channel 2 shows increased noise throughout the time series, suggesting it as the root cause. Channels 1, 4, 5, and 6 also display increased noise, indicating they are affected. Channel 3 remains smooth and unaffected.",OK
NA1_LAG50_017_overlay,NA1_LAG50,1.0,50.0,overlay,2,2,True,100.0,0.0,100.0,0.95,"Channel 2 shows a distinct pattern from the start, diverging significantly from the others. Channel 5 shows a weaker anomaly, possibly influenced by channel 2. The rest maintain a consistent pattern.",OK
NA1_LAG50_017_subplot,NA1_LAG50,1.0,50.0,subplot,2,none,False,100.0,,,0.95,All channels exhibit a consistent sinusoidal pattern with no visible anomalies or deviations from their expected behavior.,OK
NA1_LAG50_018_overlay,NA1_LAG50,1.0,50.0,overlay,5,5,True,100.0,200.0,100.0,0.95,"Channel 5 shows a deviation from the normal pattern starting around time step 200, with channel 6 following a similar pattern. Channels 1, 2, 3, and 4 maintain their normal sinusoidal pattern.",OK
NA1_LAG50_018_subplot,NA1_LAG50,1.0,50.0,subplot,5,none,False,100.0,,,0.95,All channels exhibit similar sinusoidal patterns with no clear anomalies or deviations from their expected behavior.,OK
NA1_LAG50_019_overlay,NA1_LAG50,1.0,50.0,overlay,4,4,True,100.0,150.0,50.0,0.9,"Channel 4 shows a deviation from the sinusoidal pattern starting around time step 150, with increased noise. Other channels follow the sinusoidal pattern but may be influenced by the anomaly in channel 4.",OK
NA1_LAG50_019_subplot,NA1_LAG50,1.0,50.0,subplot,4,4,True,100.0,0.0,100.0,0.9,"Channel 4 shows a flat pattern from the start, deviating from the sinusoidal pattern of others. Channels 2, 3, and 6 show irregularities likely influenced by Channel 4. Channels 1 and 5 maintain a consistent sinusoidal pattern.",OK
NA1_LAG50_020_overlay,NA1_LAG50,1.0,50.0,overlay,6,5,False,100.0,150.0,50.0,0.95,"Channel 5 deviates from the sinusoidal pattern around time step 150, affecting channels 1, 2, 3, and 4. Channel 6 remains unaffected with a different pattern.",OK
NA1_LAG50_020_subplot,NA1_LAG50,1.0,50.0,subplot,6,6,True,100.0,0.0,100.0,0.85,"Channel 6 shows a flat pattern throughout, differing from the sinusoidal patterns of the others. Channel 3 shows a slight deviation, possibly influenced by Channel 6. Other channels maintain their normal patterns.",OK
NA1_LAG50_021_overlay,NA1_LAG50,1.0,50.0,overlay,5,5,True,100.0,150.0,50.0,0.95,"Channel 5 deviates significantly from the others starting around time step 150, followed by channel 6. Channels 1, 2, 3, and 4 maintain their normal sinusoidal pattern.",OK
NA1_LAG50_021_subplot,NA1_LAG50,1.0,50.0,subplot,5,none,False,100.0,,,0.95,All channels exhibit a consistent sinusoidal pattern with no visible anomalies or deviations from their expected behavior.,OK
NA1_LAG50_022_overlay,NA1_LAG50,1.0,50.0,overlay,5,5,True,100.0,100.0,0.0,0.95,"Channel 5 deviates significantly from the others starting around time step 100, showing a distinct pattern. Other channels maintain a similar pattern throughout.",OK
NA1_LAG50_022_subplot,NA1_LAG50,1.0,50.0,subplot,5,5,True,100.0,0.0,100.0,0.85,"Channel 5 shows a different amplitude and pattern compared to the others, indicating an anomaly. Channels 1 and 3 also show deviations, likely influenced by Channel 5. Channels 2, 4, and 6 maintain a consistent sinusoidal pattern.",OK
NA1_LAG50_023_overlay,NA1_LAG50,1.0,50.0,overlay,4,1,False,100.0,150.0,50.0,0.95,"Channel 1 deviates from the others starting around time step 150, leading to subsequent deviations in all other channels.",OK
NA1_LAG50_023_subplot,NA1_LAG50,1.0,50.0,subplot,4,1,False,100.0,0.0,100.0,0.85,"Channel 1 shows a deviation from a smooth sinusoidal pattern starting from the beginning, which seems to influence channels 2, 3, and 4. Channels 5 and 6 maintain their normal sinusoidal patterns.",OK
NA1_LAG50_024_overlay,NA1_LAG50,1.0,50.0,overlay,1,1,True,100.0,100.0,0.0,0.95,"Channel 1 shows a clear deviation from the others starting around time step 100, indicating it as the root cause. Channel 3 also deviates but to a lesser extent, suggesting it is affected. The other channels remain consistent with each other.",OK
NA1_LAG50_024_subplot,NA1_LAG50,1.0,50.0,subplot,1,none,False,100.0,,,0.95,All channels exhibit consistent sinusoidal patterns without any noticeable anomalies or deviations from their expected behavior.,OK
NA1_LAG50_025_overlay,NA1_LAG50,1.0,50.0,overlay,3,2,False,100.0,150.0,50.0,0.95,"Channel 2 deviates significantly from the others starting around time step 150, showing a distinct pattern. Channel 3 also shows a deviation but less pronounced, suggesting it is affected by Channel 2. The other channels maintain a consistent pattern.",OK
NA1_LAG50_025_subplot,NA1_LAG50,1.0,50.0,subplot,3,none,False,100.0,,,0.95,All channels exhibit normal sinusoidal patterns with no visible anomalies or deviations.,OK
NA1_LAG50_026_overlay,NA1_LAG50,1.0,50.0,overlay,3,3,True,100.0,100.0,0.0,0.95,"Channel 3 deviates significantly from the others starting around time step 100, showing a different pattern. Channel 2 also shows a deviation but follows Channel 3's pattern, indicating it is affected. Channels 1, 4, 5, and 6 maintain a consistent pattern.",OK
NA1_LAG50_026_subplot,NA1_LAG50,1.0,50.0,subplot,3,none,False,100.0,,,0.95,All channels exhibit similar sinusoidal patterns with no clear anomalies or deviations from their expected behavior.,OK
NA1_LAG50_027_overlay,NA1_LAG50,1.0,50.0,overlay,6,6,True,100.0,100.0,0.0,0.95,"Channel 6 deviates significantly from the others starting around time step 100, showing a larger amplitude. Channel 5 also shows a deviation but to a lesser extent, suggesting it is affected by channel 6. Channels 1, 2, 3, and 4 remain consistent with each other.",OK
NA1_LAG50_027_subplot,NA1_LAG50,1.0,50.0,subplot,6,none,False,100.0,,,0.95,All channels exhibit a consistent sinusoidal pattern with no visible anomalies or deviations from their expected behavior.,OK
NA1_LAG50_028_overlay,NA1_LAG50,1.0,50.0,overlay,5,5,True,100.0,100.0,0.0,0.95,"Channel 5 deviates significantly from the others starting around time step 100, showing a distinct pattern. Other channels remain consistent with each other.",OK
NA1_LAG50_028_subplot,NA1_LAG50,1.0,50.0,subplot,5,4,False,100.0,0.0,100.0,0.85,"Channel 4 shows a larger amplitude than the others, indicating an anomaly. Channel 5 appears to be influenced by this change, showing a similar pattern. The other channels maintain a consistent pattern.",OK
NA1_LAG50_029_overlay,NA1_LAG50,1.0,50.0,overlay,1,1,True,100.0,100.0,0.0,0.95,"Channel 1 deviates significantly from the others starting around time step 100, indicating it as the root cause. Channel 5 shows a delayed response, while channels 2, 3, 4, and 6 remain consistent.",OK
NA1_LAG50_029_subplot,NA1_LAG50,1.0,50.0,subplot,1,none,False,100.0,,,0.95,All channels exhibit a consistent sinusoidal pattern with no visible anomalies or deviations from their expected behavior.,OK
NA2_LAG10_000_overlay,NA2_LAG10,2.0,10.0,overlay,4,4,True,100.0,150.0,50.0,0.95,"Channel 4 shows a distinct deviation from the others starting around time step 150, with channel 2 also showing a related pattern change. Channels 1, 3, 5, and 6 maintain their normal sinusoidal patterns.",OK
NA2_LAG10_000_subplot,NA2_LAG10,2.0,10.0,subplot,4,none,False,100.0,,,0.95,All channels exhibit consistent sinusoidal patterns without any noticeable anomalies or deviations.,OK
NA2_LAG10_001_overlay,NA2_LAG10,2.0,10.0,overlay,1,1,True,100.0,150.0,50.0,0.95,"Channel 1 deviates significantly from the others starting around time step 150, showing a different pattern. Channel 5 also shows a deviation but less pronounced, suggesting it might be influenced by Channel 1. The other channels maintain their normal pattern.",OK
NA2_LAG10_001_subplot,NA2_LAG10,2.0,10.0,subplot,1,none,False,100.0,,,0.95,All channels exhibit a consistent sinusoidal pattern with no visible anomalies or deviations from their expected behavior.,OK
NA2_LAG10_002_overlay,NA2_LAG10,2.0,10.0,overlay,2,none,False,100.0,,,1.0,All channels exhibit similar sinusoidal patterns without any visible anomalies or deviations. There is no indication of a root cause or affected channels.,OK
NA2_LAG10_002_subplot,NA2_LAG10,2.0,10.0,subplot,2,3,False,100.0,100.0,0.0,0.9,"Channel 3 shows a distinct anomaly starting around time step 100, with a sudden deviation from its pattern. Channel 6 also shows a change, likely influenced by Channel 3. Other channels remain consistent with their patterns.",OK
NA2_LAG10_003_overlay,NA2_LAG10,2.0,10.0,overlay,2,2,True,100.0,150.0,50.0,0.95,"Channel 2 deviates significantly from the others starting around time step 150, showing a different pattern. Channels 1 and 6 also show deviations, likely influenced by channel 2. Channels 3, 4, and 5 maintain their original pattern.",OK
NA2_LAG10_003_subplot,NA2_LAG10,2.0,10.0,subplot,2,none,False,100.0,,,0.95,All channels exhibit a consistent sinusoidal pattern with no visible anomalies or deviations from their expected behavior.,OK
NA2_LAG10_004_overlay,NA2_LAG10,2.0,10.0,overlay,5,5,True,100.0,0.0,100.0,0.95,"Channel 5 deviates from the sinusoidal pattern seen in channels 1, 2, 3, and 4, maintaining a flat line. Channel 6 shows a similar deviation but with a different pattern, suggesting it is affected. Channels 1, 2, 3, and 4 remain consistent with each other.",OK
NA2_LAG10_004_subplot,NA2_LAG10,2.0,10.0,subplot,5,5,True,100.0,0.0,100.0,0.9,"Channel 5 shows a flat pattern throughout, differing from the sinusoidal patterns of the other channels. This suggests it is the root cause. All other channels show similar sinusoidal patterns, indicating they are affected.",OK
NA2_LAG10_005_overlay,NA2_LAG10,2.0,10.0,overlay,3,3,True,100.0,150.0,50.0,0.95,"Channel 3 deviates significantly from the others starting around time step 150, leading to subsequent deviations in all other channels.",OK
NA2_LAG10_005_subplot,NA2_LAG10,2.0,10.0,subplot,3,none,False,100.0,,,0.95,All channels exhibit similar sinusoidal patterns with no clear anomalies or deviations from their expected behavior.,OK
NA2_LAG10_006_overlay,NA2_LAG10,2.0,10.0,overlay,3,4,False,100.0,150.0,50.0,0.95,"Channel 4 shows a clear deviation from its sinusoidal pattern starting around time step 150. Channels 3 and 5 also show deviations, likely influenced by channel 4. Channels 1, 2, and 6 maintain their patterns.",OK
NA2_LAG10_006_subplot,NA2_LAG10,2.0,10.0,subplot,3,6,False,100.0,100.0,0.0,0.95,"Channel 6 shows a clear anomaly starting at time step 100, with a sudden drop not seen in other channels. The other channels maintain their normal sinusoidal patterns.",OK
NA2_LAG10_007_overlay,NA2_LAG10,2.0,10.0,overlay,5,none,False,100.0,,,0.95,All channels appear to follow their expected patterns without any noticeable anomalies or deviations.,OK
NA2_LAG10_007_subplot,NA2_LAG10,2.0,10.0,subplot,5,3,False,100.0,0.0,100.0,0.85,"Channel 3 shows a flat pattern throughout, deviating from the sinusoidal pattern of others. Channels 2 and 4 show increased noise, possibly influenced by Channel 3. Channels 1, 5, and 6 maintain their patterns.",OK
NA2_LAG10_008_overlay,NA2_LAG10,2.0,10.0,overlay,6,none,False,100.0,,,0.95,All channels exhibit a consistent sinusoidal pattern without any visible anomalies or deviations.,OK
NA2_LAG10_008_subplot,NA2_LAG10,2.0,10.0,subplot,6,none,False,100.0,,,0.95,All channels exhibit a consistent sinusoidal pattern without any noticeable anomalies or deviations.,OK
NA2_LAG10_009_overlay,NA2_LAG10,2.0,10.0,overlay,3,5,False,100.0,150.0,50.0,0.95,"Channel 5 deviates from the sinusoidal pattern around time step 150, maintaining a flat trend while others continue oscillating. This suggests it is the root cause, affecting all other channels.",OK
NA2_LAG10_009_subplot,NA2_LAG10,2.0,10.0,subplot,3,5,False,100.0,0.0,100.0,0.95,"Channel 5 shows a flat pattern throughout, deviating from the sinusoidal pattern of other channels. This suggests it is the root cause. All other channels show similar sinusoidal patterns, indicating they are affected.",OK
NA2_LAG10_010_overlay,NA2_LAG10,2.0,10.0,overlay,4,5,False,100.0,150.0,50.0,0.95,"Channel 5 deviates significantly from the others starting at time step 150, showing a distinct pattern. Other channels maintain their normal sinusoidal pattern.",OK
NA2_LAG10_010_subplot,NA2_LAG10,2.0,10.0,subplot,4,6,False,100.0,100.0,0.0,0.95,"Channel 6 shows a clear anomaly starting at time step 100, with a sudden drop. Channels 1, 3, and 4 show deviations from their patterns following this anomaly, indicating they are affected. Channels 2 and 5 maintain their normal patterns.",OK
NA2_LAG10_011_overlay,NA2_LAG10,2.0,10.0,overlay,1,1,True,100.0,100.0,0.0,0.95,"Channel 1 deviates significantly from the others starting around time step 100, leading to subsequent deviations in all other channels.",OK
NA2_LAG10_011_subplot,NA2_LAG10,2.0,10.0,subplot,1,5,False,100.0,0.0,100.0,0.95,"Channel 5 shows a distinct pattern with a larger amplitude and different shape compared to the others, suggesting it is the root cause. All other channels appear to be influenced by this anomaly.",OK
NA2_LAG10_012_overlay,NA2_LAG10,2.0,10.0,overlay,2,1,False,100.0,150.0,50.0,0.95,"Channel 1 deviates from the sinusoidal pattern around time step 150, while other channels maintain their periodic behavior.",OK
NA2_LAG10_012_subplot,NA2_LAG10,2.0,10.0,subplot,2,none,False,100.0,,,0.95,All channels exhibit normal sinusoidal patterns with no visible anomalies or deviations from expected behavior.,OK
NA2_LAG10_013_overlay,NA2_LAG10,2.0,10.0,overlay,2,2,True,100.0,200.0,100.0,0.95,"Channel 2 deviates significantly from the others starting around time step 200, leading to changes in all other channels. All channels show some level of anomaly after this point.",OK
NA2_LAG10_013_subplot,NA2_LAG10,2.0,10.0,subplot,2,3,False,100.0,0.0,100.0,0.9,"Channel 3 shows an anomaly starting from the beginning, with increased noise and deviation from the sinusoidal pattern. Other channels, except Channel 5, show similar deviations, indicating they are affected.",OK
NA2_LAG10_014_overlay,NA2_LAG10,2.0,10.0,overlay,1,2,False,100.0,150.0,50.0,0.95,"Channel 2 deviates significantly from the others starting around time step 150, while the other channels maintain a similar pattern throughout.",OK
NA2_LAG10_014_subplot,NA2_LAG10,2.0,10.0,subplot,1,none,False,100.0,,,0.95,All channels display a consistent sinusoidal pattern with no visible anomalies or deviations from their expected behavior.,OK
NA2_LAG10_015_overlay,NA2_LAG10,2.0,10.0,overlay,3,6,False,100.0,150.0,50.0,0.95,"Channel 6 deviates significantly from the others starting around time step 150, showing a different pattern. The other channels follow a similar pattern, suggesting they are affected by the anomaly in channel 6.",OK
NA2_LAG10_015_subplot,NA2_LAG10,2.0,10.0,subplot,3,none,False,100.0,,,0.95,All channels exhibit normal sinusoidal patterns without any visible anomalies or deviations from their expected behavior.,OK
NA2_LAG10_016_overlay,NA2_LAG10,2.0,10.0,overlay,4,1,False,100.0,100.0,0.0,0.95,"Channel 1 shows a deviation from the sinusoidal pattern starting around time step 100, which is followed by similar deviations in all other channels. This suggests that channel 1 is the root cause, affecting the others.",OK
NA2_LAG10_016_subplot,NA2_LAG10,2.0,10.0,subplot,4,2,False,100.0,100.0,0.0,0.95,"Channel 2 shows a sudden drop at time step 100, which is not observed in other channels. This suggests it is the root cause, with no other channels affected.",OK
NA2_LAG10_017_overlay,NA2_LAG10,2.0,10.0,overlay,1,2,False,100.0,200.0,100.0,0.95,"Channel 2 deviates significantly from the others starting around time step 200, showing a distinct pattern. Channels 1, 3, 5, and 6 also show changes in their patterns, likely influenced by channel 2. Channel 4 remains stable and unaffected.",OK
NA2_LAG10_017_subplot,NA2_LAG10,2.0,10.0,subplot,1,1,True,100.0,0.0,100.0,0.9,"Channel 1 shows a deviation from a sinusoidal pattern starting at the beginning, which appears to influence Channels 2 and 4. Channels 3, 5, and 6 maintain their sinusoidal patterns.",OK
NA2_LAG10_018_overlay,NA2_LAG10,2.0,10.0,overlay,6,6,True,100.0,150.0,50.0,0.95,"Channel 6 deviates from the sinusoidal pattern around time step 150, maintaining a flat trend. Channel 4 shows a delayed deviation, suggesting it is affected. Other channels remain consistent with the sinusoidal pattern.",OK
NA2_LAG10_018_subplot,NA2_LAG10,2.0,10.0,subplot,6,6,True,100.0,0.0,100.0,0.9,"Channel 6 shows a flat pattern throughout, differing from the sinusoidal patterns of the others, indicating an anomaly. Channels 2, 3, and 4 show increased noise, suggesting they are affected. Channels 1 and 5 maintain their normal patterns.",OK
NA2_LAG10_019_overlay,NA2_LAG10,2.0,10.0,overlay,3,3,True,100.0,0.0,100.0,0.95,"Channel 3 shows a distinct pattern that is different from the others, which follow a similar sinusoidal pattern. This suggests that channel 3 is anomalous from the start.",OK
NA2_LAG10_019_subplot,NA2_LAG10,2.0,10.0,subplot,3,3,True,100.0,0.0,100.0,0.9,"Channel 3 shows a flat pattern throughout, deviating from the sinusoidal pattern seen in other channels. Channels 4, 5, and 6 show deviations that could be influenced by Channel 3's anomaly. Channels 1 and 2 maintain their normal sinusoidal patterns.",OK
NA2_LAG10_020_overlay,NA2_LAG10,2.0,10.0,overlay,6,3,False,100.0,100.0,0.0,0.95,"Channel 3 shows a significant deviation from the others starting around time step 100, indicating it as the root cause. Channels 1, 2, 4, and 5 follow similar patterns and are affected. Channel 6 remains unchanged.",OK
NA2_LAG10_020_subplot,NA2_LAG10,2.0,10.0,subplot,6,6,True,100.0,0.0,100.0,0.95,"Channel 6 shows a flat pattern throughout, differing from the sinusoidal patterns of the other channels, indicating an anomaly. No other channels appear to be affected.",OK
NA2_LAG10_021_overlay,NA2_LAG10,2.0,10.0,overlay,5,3,False,100.0,250.0,150.0,0.95,"Channel 3 deviates significantly from the others starting around time step 250, suggesting it is the root cause. All other channels show a similar pattern of deviation following channel 3's anomaly.",OK
NA2_LAG10_021_subplot,NA2_LAG10,2.0,10.0,subplot,5,none,False,100.0,,,0.95,All channels exhibit consistent sinusoidal patterns without any noticeable anomalies or deviations.,OK
NA2_LAG10_022_overlay,NA2_LAG10,2.0,10.0,overlay,5,5,True,100.0,200.0,100.0,0.95,"Channel 5 deviates significantly from the others starting around time step 200, showing a different pattern. The other channels maintain a consistent pattern throughout.",OK
NA2_LAG10_022_subplot,NA2_LAG10,2.0,10.0,subplot,5,none,False,100.0,,,0.95,All channels exhibit a consistent sinusoidal pattern without any visible anomalies or deviations.,OK
NA2_LAG10_023_overlay,NA2_LAG10,2.0,10.0,overlay,1,4,False,100.0,100.0,0.0,0.95,"Channel 4 deviates significantly from the others starting around time step 100, showing a distinct pattern. Channel 3 shows a delayed response, becoming anomalous after channel 4. The other channels maintain their normal patterns.",OK
NA2_LAG10_023_subplot,NA2_LAG10,2.0,10.0,subplot,1,4,False,100.0,100.0,0.0,0.95,"Channel 4 shows a distinct deviation from its pattern starting around time step 100, while other channels maintain their regular patterns.",OK
NA2_LAG10_024_overlay,NA2_LAG10,2.0,10.0,overlay,1,3,False,100.0,100.0,0.0,0.95,"Channel 3 deviates from the sinusoidal pattern around time step 100, maintaining a flat trend. Other channels show deviations after this point, suggesting they are affected by the anomaly in channel 3.",OK
NA2_LAG10_024_subplot,NA2_LAG10,2.0,10.0,subplot,1,3,False,100.0,0.0,100.0,0.85,"Channel 3 shows a flat pattern throughout, differing from the sinusoidal patterns of other channels. Channels 1 and 4 show deviations from their expected patterns, suggesting influence from Channel 3. Channels 2, 5, and 6 maintain their sinusoidal patterns.",OK
NA2_LAG10_025_overlay,NA2_LAG10,2.0,10.0,overlay,6,3,False,100.0,100.0,0.0,0.95,"Channel 3 shows a clear deviation from the normal pattern starting around time step 100, which is followed by a similar deviation in channel 6. The other channels maintain their normal sinusoidal pattern.",OK
NA2_LAG10_025_subplot,NA2_LAG10,2.0,10.0,subplot,6,3,False,100.0,100.0,0.0,0.9,"Channel 3 shows a significant deviation from its sinusoidal pattern starting around time step 100, which is not observed in other channels initially. Channel 1 also shows some deviation, likely influenced by Channel 3.",OK
NA2_LAG10_026_overlay,NA2_LAG10,2.0,10.0,overlay,5,3,False,100.0,150.0,50.0,0.95,"Channel 3 shows a distinct deviation from the sinusoidal pattern starting around time step 150, which is not observed in other channels initially. Channel 5 also deviates but with a delay, suggesting it is affected by channel 3. The other channels maintain their patterns.",OK
NA2_LAG10_026_subplot,NA2_LAG10,2.0,10.0,subplot,5,3,False,100.0,150.0,50.0,0.95,"Channel 3 shows a sudden drop at time step 150, which is not observed in other channels. This suggests it is the root cause, with no other channels affected.",OK
NA2_LAG10_027_overlay,NA2_LAG10,2.0,10.0,overlay,5,4,False,100.0,100.0,0.0,0.95,"Channel 4 deviates significantly from the others starting around time step 100, indicating it as the root cause. Channel 5 shows a delayed response, becoming anomalous later. Channels 1, 2, 3, and 6 remain consistent with their initial patterns.",OK
NA2_LAG10_027_subplot,NA2_LAG10,2.0,10.0,subplot,5,4,False,100.0,0.0,100.0,0.9,"Channel 4 shows a distinct anomaly with a larger amplitude starting from the beginning, which is not present in other channels initially. Channels 2 and 6 show similar patterns but with less intensity, suggesting they are affected. Channels 1, 3, and 5 maintain a consistent pattern.",OK
NA2_LAG10_028_overlay,NA2_LAG10,2.0,10.0,overlay,4,2,False,100.0,100.0,0.0,0.95,"Channel 2 deviates significantly from the others starting around time step 100, showing a different pattern. Channels 1, 3, 4, and 5 show some influence, while channel 6 remains unaffected.",OK
NA2_LAG10_028_subplot,NA2_LAG10,2.0,10.0,subplot,4,3,False,100.0,100.0,0.0,0.95,"Channel 3 shows a distinct anomaly starting around time step 100, with a noticeable deviation from its sinusoidal pattern. All other channels exhibit similar deviations shortly after, suggesting they are affected by the anomaly in Channel 3.",OK
NA2_LAG10_029_overlay,NA2_LAG10,2.0,10.0,overlay,5,none,False,100.0,,,0.95,All channels exhibit a consistent sinusoidal pattern without any anomalies. There is no deviation indicating a root cause or affected channels.,OK
NA2_LAG10_029_subplot,NA2_LAG10,2.0,10.0,subplot,5,none,False,100.0,,,0.95,All channels exhibit a consistent sinusoidal pattern without any visible anomalies or deviations.,OK
NA2_LAG50_000_overlay,NA2_LAG50,2.0,50.0,overlay,2,2,True,100.0,100.0,0.0,0.95,"Channel 2 deviates significantly from the others starting around time step 100, with channels 5 and 6 showing delayed deviations. Channels 1, 3, and 4 maintain their normal pattern.",OK
NA2_LAG50_000_subplot,NA2_LAG50,2.0,50.0,subplot,2,3,False,100.0,100.0,0.0,0.95,"Channel 3 shows a deviation from its normal pattern starting around time step 100, which is followed by similar deviations in channels 1, 2, 4, and 6. Channel 5 remains unaffected, maintaining its regular pattern.",OK
NA2_LAG50_001_overlay,NA2_LAG50,2.0,50.0,overlay,2,6,False,100.0,200.0,100.0,0.95,"Channel 6 deviates significantly from the others starting around time step 200, showing a different pattern. The other channels follow a similar pattern and appear to be influenced by this change.",OK
NA2_LAG50_001_subplot,NA2_LAG50,2.0,50.0,subplot,2,none,False,100.0,,,0.95,All channels exhibit a consistent sinusoidal pattern with no visible anomalies or deviations from their expected behavior.,OK
NA2_LAG50_002_overlay,NA2_LAG50,2.0,50.0,overlay,3,none,False,100.0,,,1.0,All channels exhibit a consistent sinusoidal pattern without any visible anomalies or deviations. There is no indication of a root cause or affected channels.,OK
NA2_LAG50_002_subplot,NA2_LAG50,2.0,50.0,subplot,3,none,False,100.0,,,0.95,All channels exhibit consistent sinusoidal patterns without any noticeable anomalies or deviations.,OK
NA2_LAG50_003_overlay,NA2_LAG50,2.0,50.0,overlay,6,2,False,100.0,0.0,100.0,0.95,"Channel 2 shows a flat pattern throughout, deviating from the sinusoidal pattern of others. Channels 3, 4, and 5 show deviations starting around time step 200, likely influenced by channel 2. Channels 1 and 6 maintain their patterns.",OK
NA2_LAG50_003_subplot,NA2_LAG50,2.0,50.0,subplot,6,2,False,100.0,100.0,0.0,0.95,"Channel 2 shows a deviation from its sinusoidal pattern starting around time step 100, which is followed by similar deviations in channels 1, 3, 4, and 6. Channel 5 maintains its pattern, indicating it is unaffected.",OK
NA2_LAG50_004_overlay,NA2_LAG50,2.0,50.0,overlay,5,5,True,100.0,0.0,100.0,0.9,"Channel 5 maintains a constant pattern throughout, while others show synchronized oscillations. This suggests channel 5 is the root cause, influencing the others.",OK
NA2_LAG50_004_subplot,NA2_LAG50,2.0,50.0,subplot,5,5,True,100.0,0.0,100.0,0.95,"Channel 5 shows a flat pattern, differing from the sinusoidal patterns of the other channels, indicating it as the root cause. All other channels show increased noise, suggesting they are affected.",OK
NA2_LAG50_005_overlay,NA2_LAG50,2.0,50.0,overlay,1,,,100.0,,,,invalid_or_missing_affected_channels,PARSE_ERROR
NA2_LAG50_005_subplot,NA2_LAG50,2.0,50.0,subplot,1,none,False,100.0,,,0.95,All channels exhibit similar sinusoidal patterns with no clear anomalies or deviations from their expected behavior.,OK
NA2_LAG50_006_overlay,NA2_LAG50,2.0,50.0,overlay,3,,,100.0,,,,invalid_or_missing_affected_channels,PARSE_ERROR
NA2_LAG50_006_subplot,NA2_LAG50,2.0,50.0,subplot,3,3,True,100.0,0.0,100.0,0.9,"Channel 3 shows a consistent deviation from a sinusoidal pattern, indicating an anomaly. Other channels exhibit increased noise and deviation, suggesting they are affected by Channel 3's anomaly.",OK
NA2_LAG50_007_overlay,NA2_LAG50,2.0,50.0,overlay,3,3,True,100.0,100.0,0.0,0.95,"Channel 3 deviates significantly from the others starting around time step 100, showing a different pattern. The other channels appear to follow a similar pattern, suggesting they are affected by the anomaly in channel 3.",OK
NA2_LAG50_007_subplot,NA2_LAG50,2.0,50.0,subplot,3,4,False,100.0,0.0,100.0,0.85,"Channel 4 shows a deviation from the sinusoidal pattern starting from the beginning, suggesting it as the root cause. Channels 2, 3, and 6 show similar deviations, indicating they are affected. Channels 1 and 5 maintain a consistent pattern.",OK
