case_id,scenario,n_affected,lag,true_root,pred_root,root_correct,true_onset,pred_onset,onset_abs_error,model_confidence,model_reason,parse_status
NA2_LAG10_011,NA2_LAG10,2.0,10.0,1,1,True,100.0,100.0,0.0,0.85,"Channel 1 has the earliest anomaly onset and highest intensity, suggesting it as the root cause. Channels 2 and 5 share the same breakdown type as Channel 1 and become anomalous shortly after, indicating they are affected. Channels 3, 4, and 6 show no anomalies.",OK
NA2_LAG10_012,NA2_LAG10,2.0,10.0,2,2,True,100.0,100.0,0.0,0.85,"Channel 2 has the earliest anomaly onset and highest intensity, suggesting it as the root cause. Channels 1 and 4 have similar breakdown types and onset times, indicating they are affected.",OK
NA2_LAG10_013,NA2_LAG10,2.0,10.0,2,2,True,100.0,100.0,0.0,0.85,"Channel 2 shows the earliest anomaly onset with a high intensity, suggesting it as the root cause. Channels 3 and 6 show anomalies shortly after, likely as a consequence.",OK
NA2_LAG10_014,NA2_LAG10,2.0,10.0,1,1,True,100.0,100.0,0.0,0.85,"Channel 1 is the first to show an anomaly at step 100, followed by Channels 2 and 4 at step 110, suggesting a causal relationship.",OK
NA2_LAG10_015,NA2_LAG10,2.0,10.0,3,3,True,100.0,100.0,0.0,0.85,"Channel 3 shows the earliest anomaly onset at step 100, with subsequent anomalies in channels 4 and 6 at step 110, suggesting a propagation from channel 3.",OK
NA2_LAG10_016,NA2_LAG10,2.0,10.0,4,4,True,100.0,100.0,0.0,0.85,"Channel 4 shows the earliest anomaly onset with the highest intensity, suggesting it as the root cause. Channels 1 and 2 have the same breakdown type and onset shortly after, indicating they are affected.",OK
NA2_LAG10_017,NA2_LAG10,2.0,10.0,1,1,True,100.0,100.0,0.0,0.85,"Channel 1 has the earliest anomaly onset and highest intensity, suggesting it as the root cause. Channels 2 and 4 show anomalies shortly after, likely as a consequence.",OK
NA2_LAG10_018,NA2_LAG10,2.0,10.0,6,6,True,100.0,100.0,0.0,0.85,"Channel 6 has the earliest anomaly onset and highest intensity, suggesting it as the root cause. Channels 1 and 4 have the same onset time and similar intensity, indicating they are affected.",OK
NA2_LAG10_019,NA2_LAG10,2.0,10.0,3,3,True,100.0,100.0,0.0,0.95,"Channel 3 shows the earliest anomaly onset at step 100 with a higher intensity, suggesting it as the root cause. Channels 4 and 6 show similar breakdown types and intensities shortly after, indicating they are affected.",OK
NA2_LAG10_020,NA2_LAG10,2.0,10.0,6,6,True,100.0,100.0,0.0,0.85,"Channel 6 has the earliest anomaly onset and highest intensity, suggesting it as the root cause. Channels 3 and 4 show anomalies with the same breakdown types shortly after.",OK
NA2_LAG10_021,NA2_LAG10,2.0,10.0,5,5,True,100.0,100.0,0.0,0.85,"Channel 5 shows the earliest anomaly onset and highest intensity, suggesting it as the root cause. Channels 1 and 3 have the same breakdown type and onset shortly after, indicating they are affected.",OK
NA2_LAG10_022,NA2_LAG10,2.0,10.0,5,5,True,100.0,100.0,0.0,0.85,"Channel 5 has the earliest anomaly onset and highest intensity, suggesting it as the root cause. Channels 1 and 3 have the same breakdown type and onset shortly after, indicating they are affected.",OK
NA2_LAG10_023,NA2_LAG10,2.0,10.0,1,1,True,100.0,100.0,0.0,0.85,"Channel 1 is the first to show an anomaly at step 100, followed by Channels 3 and 4 at step 110 with similar breakdown types, suggesting a causal relationship.",OK
NA2_LAG10_024,NA2_LAG10,2.0,10.0,1,1,True,100.0,100.0,0.0,0.85,"Channel 1 is the first to show an anomaly at step 100, with Channels 3 and 4 showing anomalies shortly after, suggesting they are affected by Channel 1.",OK
NA2_LAG10_025,NA2_LAG10,2.0,10.0,6,6,True,100.0,100.0,0.0,0.85,"Channel 6 shows the earliest anomaly onset at step 100, potentially causing subsequent anomalies in Channels 1 and 3 at step 110.",OK
NA2_LAG10_026,NA2_LAG10,2.0,10.0,5,5,True,100.0,100.0,0.0,0.85,"Channel 5 shows the earliest anomaly onset at step 100 with high intensity, suggesting it as the root cause. Channels 3 and 4 show anomalies starting at step 110, likely as a consequence.",OK
NA2_LAG10_027,NA2_LAG10,2.0,10.0,5,5,True,100.0,100.0,0.0,0.85,"Channel 5 shows the earliest anomaly onset at step 100 with high intensity, suggesting it as the root cause. Channels 2 and 4 show anomalies starting at step 110, likely as a consequence.",OK
NA2_LAG10_028,NA2_LAG10,2.0,10.0,4,4,True,100.0,100.0,0.0,0.85,"Channel 4 shows the earliest anomaly onset at step 100 with breakdown type C1, which is also present in Channel 3 at step 110. Channel 2 has a different breakdown type (C4) but starts at the same time as Channel 3, suggesting a possible consequence. Channels 1, 5, and 6 show no anomalies.",OK
NA2_LAG10_029,NA2_LAG10,2.0,10.0,5,5,True,100.0,100.0,0.0,0.85,"Channel 5 has the earliest anomaly onset and highest intensity, suggesting it as the root cause. Channels 2 and 6 have similar onset times and lower intensities, indicating they may be affected by Channel 5.",OK
NA2_LAG50_000,NA2_LAG50,2.0,50.0,2,2,True,100.0,100.0,0.0,0.85,"Channel 2 shows the earliest anomaly onset and has a higher intensity, suggesting it as the root cause. Channels 5 and 6 show anomalies later with the same breakdown type as Channel 2, indicating they are affected.",OK
NA2_LAG50_001,NA2_LAG50,2.0,50.0,2,2,True,100.0,100.0,0.0,0.85,"Channel 2 is the first to show an anomaly at step 100, potentially causing subsequent anomalies in channels 4 and 6 at step 150.",OK
NA2_LAG50_002,NA2_LAG50,2.0,50.0,3,3,True,100.0,100.0,0.0,0.85,"Channel 3 shows the earliest anomaly onset with the same breakdown type as Channel 2, suggesting it as the root cause. Channel 4's different breakdown type and lower intensity suggest a secondary effect.",OK
NA2_LAG50_003,NA2_LAG50,2.0,50.0,6,6,True,100.0,100.0,0.0,0.85,"Channel 6 shows the earliest anomaly onset at step 100, potentially causing subsequent anomalies in Channels 2 and 3 at step 150.",OK
NA2_LAG50_004,NA2_LAG50,2.0,50.0,5,5,True,100.0,100.0,0.0,0.85,"Channel 5 shows the earliest anomaly onset at step 100 with high intensity, suggesting it as the root cause. Channels 2 and 3 show anomalies at step 150, likely as a consequence.",OK
NA2_LAG50_005,NA2_LAG50,2.0,50.0,1,1,True,100.0,100.0,0.0,0.85,"Channel 1 has the earliest anomaly onset and highest intensity, suggesting it as the root cause. Channels 2 and 6 share the same breakdown type and onset time, indicating they are affected.",OK
NA2_LAG50_006,NA2_LAG50,2.0,50.0,3,3,True,100.0,100.0,0.0,0.85,"Channel 3 has the earliest anomaly onset with high intensity, suggesting it as the root cause. Channels 1 and 6 show anomalies after Channel 3, indicating they may be affected.",OK
NA2_LAG50_007,NA2_LAG50,2.0,50.0,3,3,True,100.0,100.0,0.0,0.85,"Channel 3 shows the earliest anomaly onset with a breakdown type C3, which matches Channel 1's breakdown type. Channel 6 shows a different breakdown type but starts at the same time as Channel 1, suggesting it is affected. Channels 2, 4, and 5 show no anomalies.",OK
NA2_LAG50_008,NA2_LAG50,2.0,50.0,3,3,True,100.0,100.0,0.0,0.85,"Channel 3 has the earliest anomaly onset with the highest intensity, suggesting it as the root cause. Channels 1 and 4 show anomalies later, possibly as a consequence.",OK
NA2_LAG50_009,NA2_LAG50,2.0,50.0,6,6,True,100.0,100.0,0.0,0.85,"Channel 6 shows the earliest anomaly onset at step 100, potentially causing subsequent anomalies in Channels 2 and 3 at step 150.",OK
NA2_LAG50_010,NA2_LAG50,2.0,50.0,5,5,True,100.0,100.0,0.0,0.85,"Channel 5 shows the earliest anomaly onset at step 100 with breakdown type C4, which matches the breakdown type of Channel 2. Channel 6, although with a different breakdown type, starts at the same time as Channel 2, suggesting a possible consequence. Channels 1, 3, and 4 show no anomalies.",OK
NA2_LAG50_011,NA2_LAG50,2.0,50.0,2,2,True,100.0,100.0,0.0,0.85,"Channel 2 shows the earliest anomaly onset at step 100 with a breakdown type C1, which is also present in Channel 3. Channel 1's anomaly occurs later and is of a different type, suggesting it is affected by Channel 2.",OK
NA2_LAG50_012,NA2_LAG50,2.0,50.0,5,1,False,100.0,150.0,50.0,0.85,"Channel 1 and Channel 6 have the same breakdown type C4 starting at the same time, but Channel 1 has higher intensity, suggesting it as the root cause. Channel 5 has a different breakdown type and earlier onset, indicating it is unrelated.",OK
NA2_LAG50_013,NA2_LAG50,2.0,50.0,1,1,True,100.0,100.0,0.0,0.85,"Channel 1 shows the earliest anomaly onset with the highest intensity, suggesting it as the root cause. Channels 5 and 6 show anomalies of the same type later, indicating they are affected.",OK
NA2_LAG50_014,NA2_LAG50,2.0,50.0,1,1,True,100.0,100.0,0.0,0.85,"Channel 1 shows the earliest anomaly onset with a high intensity, suggesting it as the root cause. Channel 5 shares the same breakdown type and becomes anomalous later, indicating it is affected. Channels 2, 3, 4, and 6 show no related anomalies.",OK
NA2_LAG50_015,NA2_LAG50,2.0,50.0,5,5,True,100.0,100.0,0.0,0.85,"Channel 5 shows the earliest anomaly onset at step 100 with high intensity, suggesting it as the root cause. Channels 2 and 4 show anomalies at step 150, likely as a consequence.",OK
NA2_LAG50_016,NA2_LAG50,2.0,50.0,6,6,True,100.0,100.0,0.0,0.85,"Channel 6 has the earliest anomaly onset and highest intensity, suggesting it as the root cause. Channels 3 and 4 show anomalies at a later time with similar breakdown types, indicating they are affected.",OK
NA2_LAG50_017,NA2_LAG50,2.0,50.0,5,5,True,100.0,100.0,0.0,0.85,"Channel 5 shows the earliest anomaly onset at step 100 with maximum intensity, suggesting it as the root cause. Channels 2 and 3 become anomalous at step 150, likely as a consequence.",OK
NA2_LAG50_018,NA2_LAG50,2.0,50.0,5,5,True,100.0,100.0,0.0,0.85,"Channel 5 shows the earliest anomaly onset at step 100 with a high intensity, suggesting it as the root cause. Channels 2 and 3 show anomalies at step 150, likely as a consequence.",OK
NA2_LAG50_019,NA2_LAG50,2.0,50.0,6,6,True,100.0,100.0,0.0,0.85,"Channel 6 shows the earliest anomaly onset at step 100, potentially causing subsequent anomalies in channels 3 and 5 at step 150.",OK
NA2_LAG50_020,NA2_LAG50,2.0,50.0,5,5,True,100.0,100.0,0.0,0.95,"Channel 5 shows the earliest anomaly onset at step 100 with high intensity, suggesting it as the root cause. Channels 1 and 4 show anomalies at step 150 with the same breakdown type, indicating they are affected. Channels 2, 3, and 6 show no anomalies.",OK
NA2_LAG50_021,NA2_LAG50,2.0,50.0,2,2,True,100.0,100.0,0.0,0.85,"Channel 2 is the first to show an anomaly at step 100, followed by Channels 3 and 4 at step 150 with the same breakdown type and intensity, suggesting they are affected by Channel 2.",OK
NA2_LAG50_022,NA2_LAG50,2.0,50.0,5,5,True,100.0,100.0,0.0,0.85,"Channel 5 shows the earliest anomaly onset at step 100 with a high intensity, suggesting it as the root cause. Channel 1 and 3 anomalies occur later and may be consequences.",OK
NA2_LAG50_023,NA2_LAG50,2.0,50.0,6,6,True,100.0,100.0,0.0,0.85,"Channel 6 shows the earliest anomaly onset at step 100, potentially causing subsequent anomalies in channels 2 and 5 at step 150.",OK
NA2_LAG50_024,NA2_LAG50,2.0,50.0,5,5,True,100.0,100.0,0.0,0.85,"Channel 5 shows the earliest anomaly onset at step 100 with high intensity, suggesting it as the root cause. Channels 1 and 4 show anomalies at step 150, potentially as a consequence.",OK
NA2_LAG50_025,NA2_LAG50,2.0,50.0,1,1,True,100.0,100.0,0.0,0.85,"Channel 1 is the first to show an anomaly at step 100, with Channels 4 and 6 showing anomalies later, possibly as a consequence.",OK
NA2_LAG50_026,NA2_LAG50,2.0,50.0,1,1,True,100.0,100.0,0.0,0.85,"Channel 1 is the earliest anomaly with highest intensity, suggesting it as the root cause. Channels 4 and 6 show anomalies after Channel 1, possibly as a consequence.",OK
NA2_LAG50_027,NA2_LAG50,2.0,50.0,4,4,True,100.0,100.0,0.0,0.85,"Channel 4 shows the earliest anomaly onset at step 100, potentially causing subsequent anomalies in Channels 1 and 2 at step 150.",OK
NA2_LAG50_028,NA2_LAG50,2.0,50.0,4,4,True,100.0,100.0,0.0,0.85,"Channel 4 anomaly occurs first and matches the breakdown type and intensity of Channels 1 and 6, suggesting it as the root cause.",OK
NA2_LAG50_029,NA2_LAG50,2.0,50.0,6,6,True,100.0,100.0,0.0,0.85,"Channel 6 shows the earliest anomaly onset at step 100 with a high intensity, suggesting it as the root cause. Channels 1 and 5 show anomalies at step 150, likely as a consequence.",OK
NA3_LAG10_000,NA3_LAG10,3.0,10.0,4,4,True,100.0,100.0,0.0,0.85,"Channel 4 shows the earliest onset of a C2 anomaly, potentially triggering similar anomalies in Channels 1 and 3, and a different type in Channel 5.",OK
NA3_LAG10_001,NA3_LAG10,3.0,10.0,2,2,True,100.0,100.0,0.0,0.85,"Channel 2 is the first to show an anomaly at step 100, with other channels showing anomalies later and with similar breakdown types.",OK
NA3_LAG10_002,NA3_LAG10,3.0,10.0,4,4,True,100.0,100.0,0.0,0.85,"Channel 4 shows the earliest anomaly onset at step 100 with a high intensity, suggesting it as the root cause. Channels 1, 2, and 6 show anomalies at step 110, likely as a consequence.",OK
NA3_LAG10_003,NA3_LAG10,3.0,10.0,6,6,True,100.0,100.0,0.0,0.85,"Channel 6 shows the earliest anomaly onset at step 100 with a high intensity, suggesting it as the root cause. Channels 1, 3, and 5 show anomalies at step 110, likely as a consequence.",OK
NA3_LAG10_004,NA3_LAG10,3.0,10.0,6,6,True,100.0,100.0,0.0,0.85,"Channel 6 shows the earliest anomaly onset at step 100 with breakdown type C5, which matches the breakdown type of other affected channels.",OK
NA3_LAG10_005,NA3_LAG10,3.0,10.0,6,6,True,100.0,100.0,0.0,0.85,"Channel 6 shows the earliest anomaly onset at step 100 with a high intensity, suggesting it as the root cause. Channels 2, 3, and 4 show anomalies starting at step 110, likely as a consequence.",OK
NA3_LAG10_006,NA3_LAG10,3.0,10.0,3,3,True,100.0,100.0,0.0,0.95,"Channel 3 has the earliest anomaly onset and highest intensity, suggesting it as the root cause. Channels 2, 4, and 5 have similar onset times and lower intensities, indicating they are affected by Channel 3.",OK
NA3_LAG10_007,NA3_LAG10,3.0,10.0,6,6,True,100.0,100.0,0.0,0.85,"Channel 6 has the earliest anomaly onset and highest intensity, suggesting it as the root cause. Channels 1, 3, and 4 show anomalies at the same later time, likely as a consequence.",OK
NA3_LAG10_008,NA3_LAG10,3.0,10.0,1,1,True,100.0,100.0,0.0,0.85,"Channel 1 is the first to show an anomaly at step 100, with other channels showing anomalies at step 110, likely as a consequence.",OK
NA3_LAG10_009,NA3_LAG10,3.0,10.0,2,2,True,100.0,100.0,0.0,0.85,"Channel 2 is the first to show an anomaly at step 100, followed by other channels at step 110.",OK
NA3_LAG10_010,NA3_LAG10,3.0,10.0,2,2,True,100.0,100.0,0.0,0.85,"Channel 2 is the first to show an anomaly at step 100, followed by similar anomalies in Channels 3, 4, and 6 at step 110, suggesting a propagation from Channel 2.",OK
NA3_LAG10_011,NA3_LAG10,3.0,10.0,6,6,True,100.0,100.0,0.0,0.85,"Channel 6 shows the earliest anomaly onset at step 100 with a high intensity, suggesting it as the root cause. Channels 1, 3, and 4 show anomalies at step 110, likely as a consequence.",OK
NA3_LAG10_012,NA3_LAG10,3.0,10.0,3,3,True,100.0,100.0,0.0,0.95,"Channel 3 is the first to show an anomaly at step 100 with a higher intensity, suggesting it as the root cause. Channels 4, 5, and 6 show anomalies at step 110 with lower intensity, indicating they are affected by Channel 3.",OK
NA3_LAG10_013,NA3_LAG10,3.0,10.0,3,3,True,100.0,100.0,0.0,0.85,"Channel 3 anomaly onset is earliest at step 100, potentially causing subsequent anomalies in channels 1, 4, and 5 at step 110.",OK
NA3_LAG10_014,NA3_LAG10,3.0,10.0,4,4,True,100.0,100.0,0.0,0.85,"Channel 4 is the first to show an anomaly at step 100, with other channels showing anomalies at step 110, suggesting a propagation from channel 4.",OK
NA3_LAG10_015,NA3_LAG10,3.0,10.0,1,1,True,100.0,100.0,0.0,0.95,"Channel 1 has the earliest anomaly onset and highest intensity, suggesting it as the root cause. Channels 2, 3, and 5 show anomalies shortly after with similar breakdown types and intensities, indicating they are affected. Channels 4 and 6 show no anomalies.",OK
NA3_LAG10_016,NA3_LAG10,3.0,10.0,1,1,True,100.0,100.0,0.0,0.95,"Channel 1 is the first to show an anomaly at step 100, followed by channels 3, 4, and 6 at step 110 with the same breakdown type C2, suggesting they are affected by channel 1.",OK
NA3_LAG10_017,NA3_LAG10,3.0,10.0,5,5,True,100.0,100.0,0.0,0.85,"Channel 5 shows the earliest anomaly onset at step 100 with high intensity, suggesting it as the root cause. Channels 1, 2, and 3 show anomalies starting at step 110, likely as a consequence.",OK
NA3_LAG10_018,NA3_LAG10,3.0,10.0,2,2,True,100.0,100.0,0.0,0.85,"Channel 2 is the first to show an anomaly at step 100, with other channels showing anomalies at step 110, likely as a consequence.",OK
NA3_LAG10_019,NA3_LAG10,3.0,10.0,2,2,True,100.0,100.0,0.0,0.85,"Channel 2 anomaly onset is earliest and matches breakdown type with Channel 1. Channels 4 and 6 react at the same time as Channel 1, suggesting a delayed or indirect effect.",OK
NA3_LAG10_020,NA3_LAG10,3.0,10.0,2,2,True,100.0,100.0,0.0,0.85,"Channel 2 has the earliest anomaly onset and highest intensity, suggesting it as the root cause. Channels 1, 3, and 6 show anomalies after Channel 2, indicating they are affected.",OK
NA3_LAG10_021,NA3_LAG10,3.0,10.0,4,4,True,100.0,100.0,0.0,0.95,"Channel 4 has the earliest anomaly onset at step 100 with a high intensity of 1.0, suggesting it is the root cause. Channels 1, 5, and 6 have anomalies starting at step 110, likely as a consequence. Channels 2 and 3 show no anomalies.",OK
NA3_LAG10_022,NA3_LAG10,3.0,10.0,2,2,True,100.0,100.0,0.0,0.85,"Channel 2 has the earliest anomaly onset and highest intensity, suggesting it as the root cause. Channels 1, 4, and 5 have later onsets and lower intensities, indicating they may be affected by Channel 2.",OK
NA3_LAG10_023,NA3_LAG10,3.0,10.0,4,4,True,100.0,100.0,0.0,0.85,"Channel 4 shows the earliest anomaly onset at step 100 with high intensity, suggesting it as the root cause. Channels 1, 2, and 3 show anomalies starting at step 110, likely as a consequence.",OK
NA3_LAG10_024,NA3_LAG10,3.0,10.0,1,1,True,100.0,100.0,0.0,0.85,"Channel 1 is the first to show an anomaly at step 100, followed by other channels at step 110 with different breakdown types and similar intensities, suggesting a propagation.",OK
NA3_LAG10_025,NA3_LAG10,3.0,10.0,4,4,True,100.0,100.0,0.0,0.85,"Channel 4 shows the earliest anomaly onset at step 100, with a breakdown type C2 and intensity 1.0, which matches the breakdown type and intensity of channels 2 and 6 that follow at step 110. Channel 3 also shows an anomaly at step 110, albeit with a different breakdown type and lower intensity, suggesting a possible indirect effect.",OK
NA3_LAG10_026,NA3_LAG10,3.0,10.0,6,6,True,100.0,100.0,0.0,0.85,"Channel 6 shows the earliest anomaly onset at step 100, with a high intensity of 1.0, suggesting it as the root cause. Channels 2, 4, and 5 show anomalies starting at step 110, likely as a consequence.",OK
NA3_LAG10_027,NA3_LAG10,3.0,10.0,2,2,True,100.0,100.0,0.0,0.85,"Channel 2 is the first to show an anomaly at step 100, followed by other channels at step 110.",OK
NA3_LAG10_028,NA3_LAG10,3.0,10.0,6,6,True,100.0,100.0,0.0,0.95,"Channel 6 shows the earliest anomaly onset at step 100, with a breakdown type C3 and intensity 1.0. Channels 2, 3, and 5 show anomalies starting at step 110, suggesting they are affected by Channel 6. Channels 1 and 4 show no anomalies.",OK
NA3_LAG10_029,NA3_LAG10,3.0,10.0,5,5,True,100.0,100.0,0.0,0.95,"Channel 5 shows the earliest anomaly onset at step 100 with a breakdown type C3 and intensity 1.0, which matches the breakdown type and intensity of channels 2 and 4. Channel 3 shows a related anomaly with a different breakdown type but at the same onset as channels 2 and 4, suggesting a consequential effect. Channels 1 and 6 show no anomalies.",OK
NA3_LAG50_000,NA3_LAG50,3.0,50.0,2,2,True,100.0,100.0,0.0,0.85,"Channel 2 has the earliest anomaly onset and highest intensity, suggesting it as the root cause. Channels 1, 4, and 5 show anomalies after Channel 2, indicating they are affected. Channels 3 and 6 show no anomalies.",OK
NA3_LAG50_001,NA3_LAG50,3.0,50.0,1,1,True,100.0,100.0,0.0,0.85,"Channel 1 is the first to show an anomaly at step 100 with breakdown type C4, which is also seen in channels 3 and 4 at step 150. Channel 2 shows a different breakdown type C5 at step 150, possibly related but distinct.",OK
NA3_LAG50_002,NA3_LAG50,3.0,50.0,2,2,True,100.0,100.0,0.0,0.85,"Channel 2 is the first to show an anomaly at step 100 with breakdown_type C2, which matches the type in channels 4 and 5 at step 150.",OK
NA3_LAG50_003,NA3_LAG50,3.0,50.0,2,2,True,100.0,100.0,0.0,0.95,"Channel 2 has the earliest anomaly onset with the highest intensity, suggesting it as the root cause. Channels 1, 3, and 5 show similar breakdown types and onset times, indicating they are affected. Channels 4 and 6 show no anomalies.",OK
NA3_LAG50_004,NA3_LAG50,3.0,50.0,1,1,True,100.0,100.0,0.0,0.85,"Channel 1 is the earliest to show an anomaly, suggesting it as the root cause. Channels 3, 4, and 5 show anomalies at the same later time, indicating they may be affected by Channel 1.",OK
NA3_LAG50_005,NA3_LAG50,3.0,50.0,5,5,True,100.0,100.0,0.0,0.95,"Channel 5 shows the earliest anomaly onset at step 100, suggesting it as the root cause. Channels 2, 4, and 6 show anomalies at step 150, likely as a consequence. Channels 1 and 3 show no anomalies.",OK
NA3_LAG50_006,NA3_LAG50,3.0,50.0,6,6,True,100.0,100.0,0.0,0.85,"Channel 6 shows the earliest anomaly onset at step 100, potentially causing subsequent anomalies in channels 1, 3, and 4 at step 150.",OK
NA3_LAG50_007,NA3_LAG50,3.0,50.0,4,4,True,100.0,100.0,0.0,0.85,"Channel 4 shows the earliest anomaly onset at step 100, potentially causing subsequent anomalies in channels 3, 5, and 6 at step 150.",OK
NA3_LAG50_008,NA3_LAG50,3.0,50.0,6,6,True,100.0,100.0,0.0,0.85,"Channel 6 shows an earlier and more intense anomaly, suggesting it as the root cause. Channels 1, 3, and 4 show similar anomalies starting later, indicating they are affected.",OK
NA3_LAG50_009,NA3_LAG50,3.0,50.0,4,4,True,100.0,100.0,0.0,0.85,"Channel 4 shows the earliest anomaly onset at step 100 with high intensity, suggesting it as the root cause. Channels 1, 2, and 3 become anomalous at step 150, likely as a consequence.",OK
NA3_LAG50_010,NA3_LAG50,3.0,50.0,1,1,True,100.0,100.0,0.0,0.85,"Channel 1 is the first to show an anomaly at step 100, followed by channels 4, 5, and 6 at step 150, suggesting a propagation from channel 1.",OK
NA3_LAG50_011,NA3_LAG50,3.0,50.0,5,5,True,100.0,100.0,0.0,0.85,"Channel 5 shows the earliest anomaly onset at step 100, potentially causing subsequent anomalies in channels 2, 3, and 4 at step 150.",OK
NA3_LAG50_012,NA3_LAG50,3.0,50.0,3,3,True,100.0,100.0,0.0,0.85,"Channel 3 shows the earliest anomaly onset at step 100 with a high intensity, suggesting it as the root cause. Channels 1, 2, and 5 show anomalies at step 150, likely as a consequence.",OK
NA3_LAG50_013,NA3_LAG50,3.0,50.0,1,1,True,100.0,100.0,0.0,0.85,"Channel 1 has the earliest anomaly onset and highest intensity, suggesting it as the root cause. Channels 2, 3, and 6 show anomalies at the same later time step, indicating they are affected.",OK
NA3_LAG50_014,NA3_LAG50,3.0,50.0,5,5,True,100.0,100.0,0.0,0.85,"Channel 5 shows the earliest anomaly onset at step 100 with breakdown type C4, which matches the type in channels 1 and 2. Channel 6 shows a different breakdown type but starts at the same time as channels 1 and 2, suggesting a possible indirect effect.",OK
NA3_LAG50_015,NA3_LAG50,3.0,50.0,3,3,True,100.0,100.0,0.0,0.85,"Channel 3 shows the earliest anomaly onset at step 100 with the highest intensity, suggesting it as the root cause. Channels 2, 5, and 6 show anomalies at step 150, likely as a consequence.",OK
NA3_LAG50_016,NA3_LAG50,3.0,50.0,5,5,True,100.0,100.0,0.0,0.85,"Channel 5 shows the earliest anomaly onset at step 100, potentially triggering subsequent anomalies in channels 1, 4, and 6 at step 150.",OK
NA3_LAG50_017,NA3_LAG50,3.0,50.0,1,1,True,100.0,100.0,0.0,0.95,"Channel 1 shows the earliest anomaly onset and highest intensity, suggesting it as the root cause. Channels 2, 5, and 6 show anomalies at the same later time, likely as a consequence.",OK
NA3_LAG50_018,NA3_LAG50,3.0,50.0,6,6,True,100.0,100.0,0.0,0.85,"Channel 6 shows the earliest anomaly onset at step 100 with breakdown type C5, which matches the breakdown type of channels 1 and 5 that become anomalous at step 150. Channel 4 has a different breakdown type (C1) but also becomes anomalous at step 150, suggesting a possible indirect effect. Channels 2 and 3 show no anomalies.",OK
NA3_LAG50_019,NA3_LAG50,3.0,50.0,1,1,True,100.0,100.0,0.0,0.95,"Channel 1 is the first to show an anomaly at step 100, followed by similar anomalies in channels 2, 4, and 6 at step 150, suggesting a propagation from channel 1.",OK
NA3_LAG50_020,NA3_LAG50,3.0,50.0,5,5,True,100.0,100.0,0.0,0.85,"Channel 5 shows the earliest anomaly onset at step 100, potentially causing subsequent anomalies in channels 2, 4, and 6 at step 150.",OK
NA3_LAG50_021,NA3_LAG50,3.0,50.0,3,3,True,100.0,100.0,0.0,0.95,"Channel 3 shows the earliest onset of the same breakdown type with maximum intensity, suggesting it as the root cause. Channels 1, 2, and 5 show the same breakdown type at a later time, indicating they are affected. Channels 4 and 6 show no anomalies.",OK
NA3_LAG50_022,NA3_LAG50,3.0,50.0,4,4,True,100.0,100.0,0.0,0.85,"Channel 4 has the earliest anomaly onset and highest intensity, suggesting it as the root cause. Channels 3, 5, and 6 have later onsets and lower intensities, indicating they may be affected by Channel 4.",OK
NA3_LAG50_023,NA3_LAG50,3.0,50.0,3,3,True,100.0,100.0,0.0,0.85,"Channel 3 shows the earliest anomaly onset at step 100 with the highest intensity, suggesting it as the root cause. Channels 2, 4, and 6 show anomalies at step 150, likely as a consequence.",OK
NA3_LAG50_024,NA3_LAG50,3.0,50.0,6,6,True,100.0,100.0,0.0,0.95,"Channel 6 shows the earliest anomaly onset at step 100 with a high intensity of 1.0, suggesting it as the root cause. Channels 2, 3, and 4 show anomalies at step 150 with the same breakdown type and lower intensity, indicating they are affected by the root cause. Channels 1 and 5 show no anomalies.",OK
NA3_LAG50_025,NA3_LAG50,3.0,50.0,2,2,True,100.0,100.0,0.0,0.85,"Channel 2 has the earliest anomaly onset and highest intensity, suggesting it as the root cause. Channels 1, 3, and 5 have similar breakdown types and onset times, indicating they are affected.",OK
NA3_LAG50_026,NA3_LAG50,3.0,50.0,4,4,True,100.0,100.0,0.0,0.85,"Channel 4 shows the earliest anomaly onset at step 100 with the same breakdown type and intensity as channels 1 and 5, suggesting it as the root cause. Channel 6 shows a weaker response, indicating it may be affected. Channels 2 and 3 show no anomalies.",OK
NA3_LAG50_027,NA3_LAG50,3.0,50.0,3,3,True,100.0,100.0,0.0,0.85,"Channel 3 shows the earliest anomaly onset at step 100, potentially causing subsequent anomalies in channels 2, 5, and 6 at step 150.",OK
NA3_LAG50_028,NA3_LAG50,3.0,50.0,3,3,True,100.0,100.0,0.0,0.85,"Channel 3 shows the earliest onset of anomaly with the same breakdown type and maximum intensity, suggesting it as the root cause. Channels 1, 2, and 6 show anomalies at a later time with the same breakdown type, indicating they are affected. Channels 4 and 5 show no anomalies.",OK
NA3_LAG50_029,NA3_LAG50,3.0,50.0,2,2,True,100.0,100.0,0.0,0.95,"Channel 2 has the earliest anomaly onset and highest intensity, suggesting it as the root cause. Channels 1, 3, and 5 have similar breakdown types and onset times, indicating they are affected.",OK
NA4_LAG10_000,NA4_LAG10,4.0,10.0,4,4,True,100.0,100.0,0.0,0.85,"Channel 4 shows the earliest anomaly onset at step 100 with a high intensity, suggesting it as the root cause. Channels 1, 2, 5, and 6 show anomalies at step 110, likely as a consequence.",OK
