case_id,status,judge_status,case_type,ground_truth_label,model_answer,model_confidence,model_reason,reason_type,judge_rationale
C5_006,OK,OK,C5,broken,maintained,0.95,"Channel A and Channel B move closely together throughout the entire interval, maintaining a consistent phase relationship.",relational,The reason compares the movement and phase relationship of both channels.
C5_007,OK,OK,C5,broken,maintained,0.95,"The two channels move closely together throughout the entire interval, maintaining a consistent phase relationship.",relational,The reason describes the channels moving closely together.
C5_008,OK,OK,C5,broken,maintained,0.95,"Channel A and Channel B move closely together throughout the entire interval, maintaining a consistent phase relationship.",relational,The reason describes the synchronization and phase relationship between the channels.
C5_009,OK,OK,C5,broken,maintained,0.95,"The two channels move closely together throughout the entire interval, maintaining a consistent phase relationship.",relational,The reason describes the phase relationship between the channels.
C5_010,OK,OK,C5,broken,maintained,0.95,"Channel A and Channel B move closely together throughout the entire interval, maintaining a consistent phase relationship.",relational,The reason describes the synchronization and phase relationship between the channels.
C5_011,OK,OK,C5,broken,maintained,0.95,"The two channels move closely together throughout the entire interval, maintaining a consistent phase relationship.",relational,The reason describes the channels moving closely together and maintaining a phase relationship.
C5_012,OK,OK,C5,broken,maintained,0.95,"Channel A and Channel B move closely together throughout the entire interval, maintaining a consistent phase relationship.",relational,The reason describes the synchronization and phase relationship between the channels.
C5_013,OK,OK,C5,broken,maintained,0.95,"The two channels move closely together throughout the entire interval, maintaining a consistent phase relationship.",relational,The reason describes the channels moving closely together and maintaining a phase relationship.
C5_014,OK,OK,C5,broken,maintained,0.95,"The two channels move closely together throughout the entire interval, maintaining a consistent phase relationship.",relational,The reason describes the phase relationship between the channels.
C5_015,OK,OK,C5,broken,maintained,0.95,"Channel A and Channel B move closely together throughout the entire interval, maintaining a consistent phase relationship.",relational,The reason describes the synchronization and phase relationship between the channels.
C5_016,OK,OK,C5,broken,maintained,0.95,"The two channels move closely together throughout the entire interval, maintaining a consistent phase relationship.",relational,The reason describes the channels moving closely together and maintaining a phase relationship.
C5_017,OK,OK,C5,broken,maintained,0.95,"Channel A and Channel B move closely together throughout the entire interval, maintaining a consistent phase relationship.",relational,The reason describes the synchronization and phase relationship between the channels.
C5_018,OK,OK,C5,broken,maintained,0.95,"The two channels move closely together throughout the entire interval, maintaining a consistent phase relationship.",relational,The reason describes the channels moving closely together and maintaining a phase relationship.
C5_019,OK,OK,C5,broken,maintained,0.95,"The two channels move closely together throughout the entire interval, maintaining a consistent phase relationship.",relational,The reason describes the synchronization and phase relationship between the channels.
C5_020,OK,OK,C5,broken,maintained,0.95,"Channel A and Channel B move closely together throughout the entire interval, maintaining a consistent phase relationship.",relational,The reason describes the synchronization and phase relationship between the channels.
C5_021,OK,OK,C5,broken,maintained,0.95,"The two channels move closely together throughout the entire interval, maintaining a consistent phase relationship.",relational,The reason describes the channels moving closely together.
C5_022,OK,OK,C5,broken,maintained,0.95,"Channel A and Channel B move closely together throughout the entire interval, maintaining a consistent phase relationship.",relational,The reason describes the synchronization and phase relationship between Channel A and Channel B.
C5_023,OK,OK,C5,broken,maintained,0.95,"Channel A and Channel B move together consistently throughout the interval, maintaining a stable phase relationship.",relational,The reason describes the synchronization and phase relationship between the channels.
C5_024,OK,OK,C5,broken,maintained,0.95,"Channel A and Channel B move closely together throughout the entire interval, maintaining a consistent phase relationship.",relational,The reason describes the synchronization and phase relationship between Channel A and Channel B.
C5_025,OK,OK,C5,broken,broken,0.9,"The relationship between Channel A and Channel B breaks down around the 150-200 time step interval, where the channels diverge significantly before realigning.",hallucinated,The channels do not diverge significantly around the 150-200 time step interval.
C5_026,OK,OK,C5,broken,maintained,0.95,"The two channels move closely together throughout the entire interval, maintaining a consistent phase relationship.",relational,The reason describes the channels moving closely together and maintaining a phase relationship.
C5_027,OK,OK,C5,broken,maintained,0.95,"The two channels move closely together throughout the entire interval, maintaining a consistent phase relationship.",relational,The reason describes the channels moving closely together and maintaining a phase relationship.
C5_028,OK,OK,C5,broken,maintained,0.95,"Channel A and Channel B move closely together throughout the entire interval, maintaining a consistent phase relationship.",relational,The reason describes the synchronization and phase relationship between Channel A and Channel B.
C5_029,OK,OK,C5,broken,maintained,0.95,"Channel A and Channel B move closely together throughout the entire interval, maintaining a consistent phase relationship.",relational,The reason describes the synchronization and phase relationship between the channels.
C6_000,OK,OK,C6,maintained,maintained,0.95,"Channel A and Channel B move together consistently throughout the interval, maintaining a stable phase relationship despite some noise.",relational,The reason describes the synchronization and phase relationship between the channels.
C6_001,OK,OK,C6,maintained,maintained,0.95,"Channel A and Channel B move closely together throughout the entire interval, maintaining a consistent phase relationship.",relational,The reason describes the synchronization and phase relationship between the channels.
C6_002,OK,OK,C6,maintained,maintained,0.95,"Channel A and Channel B move together consistently throughout the interval, maintaining a stable relationship.",relational,The reason describes joint movement and synchronization.
C6_003,OK,OK,C6,maintained,maintained,0.95,"Channel A and Channel B move together closely throughout the entire interval, maintaining a consistent relationship.",relational,The reason describes joint movement and synchronization.
C6_004,OK,OK,C6,maintained,maintained,0.95,"Channel A and Channel B move together consistently throughout the interval, maintaining a stable phase relationship.",relational,The reason describes the synchronization and phase relationship between the channels.
C6_005,OK,OK,C6,maintained,maintained,0.95,"Channel A and Channel B move together consistently throughout the interval, maintaining a stable phase relationship despite some noise.",relational,The reason describes the joint movement and phase relationship of both channels.
C6_006,OK,OK,C6,maintained,maintained,0.95,"Channel A and Channel B move together consistently throughout the interval, maintaining a stable phase relationship.",relational,The reason describes the synchronization and phase relationship between the channels.
C6_007,OK,OK,C6,maintained,maintained,0.95,"Channel A and Channel B move together consistently throughout the interval, maintaining a stable phase relationship.",relational,The reason describes the synchronization and phase relationship between the channels.
C6_008,OK,OK,C6,maintained,maintained,0.95,"Channel A and Channel B move together throughout the interval, maintaining a consistent phase relationship despite some noise.",relational,The reason describes the phase relationship and joint movement of both channels.
C6_009,OK,OK,C6,maintained,maintained,0.95,"Channel A and Channel B move together consistently throughout the interval, maintaining a stable phase relationship.",relational,The reason describes the synchronization and phase relationship between the channels.
C6_010,OK,OK,C6,maintained,maintained,0.95,"Channel A and Channel B move together consistently throughout the interval, maintaining a stable phase relationship despite some noise.",relational,The reason describes the synchronization and phase relationship between the channels.
C6_011,OK,OK,C6,maintained,maintained,0.95,"Channel A and Channel B move together consistently throughout the interval, maintaining a stable phase relationship.",relational,The reason describes the synchronization and phase relationship between the channels.
C6_012,OK,OK,C6,maintained,maintained,0.95,"Channel A and Channel B move together consistently throughout the interval, maintaining a stable phase relationship.",relational,The reason describes the synchronization and phase relationship between the channels.
C6_013,OK,OK,C6,maintained,maintained,0.95,"The two channels move together consistently throughout the interval, maintaining a stable phase relationship.",relational,The reason describes the channels moving together and maintaining a phase relationship.
C6_014,OK,OK,C6,maintained,maintained,0.95,"Channel A and Channel B move together consistently throughout the interval, maintaining a stable phase relationship.",relational,The reason describes the synchronization and phase relationship between the channels.
C6_015,OK,OK,C6,maintained,maintained,0.95,"Channel A and Channel B move together consistently throughout the interval, maintaining a stable phase relationship.",relational,The reason describes the synchronization and phase relationship between the channels.
C6_016,OK,OK,C6,maintained,maintained,0.95,"Channel A and Channel B move together consistently throughout the interval, maintaining a stable phase relationship.",relational,The reason describes the synchronization and phase relationship between the channels.
C6_017,OK,OK,C6,maintained,maintained,0.95,"Channel A and Channel B move together consistently throughout the interval, maintaining a stable phase relationship.",relational,The reason describes the synchronization and phase relationship between the channels.
C6_018,OK,OK,C6,maintained,maintained,0.95,"Channel A and Channel B move closely together throughout the entire interval, maintaining a consistent relationship.",relational,The reason describes joint movement and alignment.
C6_019,OK,OK,C6,maintained,maintained,0.95,"Channel A and Channel B move together consistently throughout the interval, maintaining a stable relationship despite some noise.",relational,The reason describes joint movement and synchronization.
C6_020,OK,OK,C6,maintained,maintained,0.95,"Channel A and Channel B move together consistently throughout the interval, maintaining a stable phase relationship despite some noise.",relational,The reason describes the joint movement and phase relationship of both channels.
C6_021,OK,OK,C6,maintained,maintained,0.95,"Channel A and Channel B move together consistently throughout the interval, maintaining a stable phase relationship.",relational,The reason describes the synchronization and phase relationship between the channels.
C6_022,OK,OK,C6,maintained,maintained,0.95,"Channel A and Channel B move together consistently, maintaining a stable phase relationship throughout the interval.",relational,The reason describes the synchronization and phase relationship between the channels.
C6_023,OK,OK,C6,maintained,maintained,0.95,"Channel A and Channel B move together consistently throughout the interval, maintaining a stable phase relationship.",relational,The reason describes the synchronization and phase relationship between the channels.
C6_024,OK,OK,C6,maintained,maintained,0.95,"Channel A and Channel B move together consistently throughout the interval, maintaining a stable phase relationship.",relational,The reason describes the synchronization and phase relationship between the channels.
C6_025,OK,OK,C6,maintained,maintained,0.95,"Channel A and Channel B move together consistently throughout the interval, maintaining a stable phase relationship.",relational,The reason describes the synchronization and phase relationship between the channels.
C6_026,OK,OK,C6,maintained,maintained,0.95,"Channel A and Channel B move together consistently throughout the interval, maintaining a stable phase relationship.",relational,The reason describes the synchronization and phase relationship between the channels.
C6_027,OK,OK,C6,maintained,maintained,0.95,"Channel A and Channel B move together consistently throughout the interval, maintaining a stable phase relationship.",relational,The reason describes the synchronization and phase relationship between the channels.
C6_028,OK,OK,C6,maintained,maintained,0.95,"Channel A and Channel B move together consistently throughout the interval, maintaining a stable phase relationship.",relational,The reason describes the synchronization and phase relationship between the channels.
C6_029,OK,OK,C6,maintained,maintained,0.95,"The two channels move together consistently throughout the interval, maintaining a stable phase relationship.",relational,The reason describes the channels moving together and maintaining a phase relationship.
