case_id,case_type,group,break_start,break_end,left_L0,left_L1,left_L2,left_L3,right_R0,right_R1,right_R2,right_R3,gold_left,gold_right,model_left,model_right,left_correct,right_correct,both_correct,left_error_steps,right_error_steps,model_confidence,model_reason,parse_status
C5_015,C5,reference,100,200,92,125,119,131,212,150,173,179,L0,R0,L1,R2,False,False,False,25,27,0.85,"The correlation drops significantly around L1 and starts recovering around R2, indicating a break and partial recovery in the relationship.",OK
C5_016,C5,reference,100,200,108,124,118,130,209,150,172,178,L0,R0,L2,R2,False,False,False,18,28,0.95,The correlation drops significantly below the threshold at L2 and begins to recover around R2.,OK
C5_017,C5,reference,100,200,94,125,119,131,209,150,172,178,L0,R0,L2,R1,False,False,False,19,50,0.85,"The rolling correlation drops significantly around L2, indicating the start of the relationship breakdown, and begins to recover around R1.",OK
C5_018,C5,reference,100,200,88,126,120,132,195,150,173,179,L0,R0,L2,R2,False,False,False,20,27,0.85,"The rolling correlation drops significantly after L2 and starts recovering after R2, indicating a break in the relationship between the channels.",OK
C5_019,C5,reference,100,200,106,124,118,130,190,150,173,179,L0,R0,L2,R1,False,False,False,18,50,0.85,"The rolling correlation drops significantly around L2, indicating the start of the relationship breakdown. It begins to recover around R1, where the correlation rises again.",OK
C5_020,C5,reference,100,200,104,124,118,130,209,150,174,180,L0,R0,L2,R2,False,False,False,18,26,0.85,"The rolling correlation drops significantly around L2 and starts to recover around R2, indicating a breakdown and partial recovery of the relationship.",OK
C5_021,C5,reference,100,200,108,125,119,131,190,150,172,178,L0,R0,L2,R2,False,False,False,19,28,0.85,"The rolling correlation drops significantly around L2 and starts to recover around R2, indicating a breakdown and partial recovery of the relationship.",OK
C5_022,C5,reference,100,200,104,126,120,114,194,150,173,179,L0,R0,L2,R2,False,False,False,20,27,0.85,"The rolling correlation drops significantly around L2 and starts to recover around R2, indicating a break and partial recovery in the relationship.",OK
C5_023,C5,reference,100,200,112,124,118,130,188,150,171,178,L0,R0,L2,R2,False,False,False,18,29,0.85,"The rolling correlation drops significantly around L2 and starts to recover around R2, indicating a break and partial recovery in the relationship.",OK
C5_024,C5,reference,100,200,89,124,118,130,193,150,173,179,L0,R0,L2,R2,False,False,False,18,27,0.85,The rolling correlation drops significantly below the threshold around L2 and starts recovering around R2.,OK
C5_025,C5,reference,100,200,88,125,119,131,196,150,172,178,L0,R0,L2,R2,False,False,False,19,28,0.85,"The rolling correlation drops significantly below the threshold around L2 and starts to recover around R2, indicating a break and partial recovery in the relationship.",OK
C5_026,C5,reference,100,200,96,126,120,132,205,150,174,168,L0,R0,L1,R2,False,False,False,26,26,0.85,"The correlation drops significantly around L1 and does not recover until after R2, where it rises above the threshold.",OK
C5_027,C5,reference,100,200,95,124,130,118,210,150,171,177,L0,R0,L2,R2,False,False,False,30,29,0.85,"The rolling correlation drops significantly around L2 and starts to recover around R2, indicating a break in the relationship.",OK
C5_028,C5,reference,100,200,94,124,118,130,204,150,173,179,L0,R0,L2,R1,False,False,False,18,50,0.85,"The rolling correlation drops significantly around L2 and starts to recover around R1, indicating a break in the relationship.",OK
C5_029,C5,reference,100,200,89,124,118,112,191,150,172,178,L0,R0,L2,R2,False,False,False,18,28,0.85,"The rolling correlation drops significantly around L2 and starts to recover around R2, indicating a break and partial recovery in the relationship.",OK
