case_id,n_channels,break_scenario,pair_name,pair_position,break_type,ground_truth,model_answer,correct,model_confidence,model_reason,parse_status
N8_none_012,8,N8_none,P1,0,,maintained,maintained,True,0.95,All pairs show synchronized movement throughout the entire interval without any visible breakdowns.,OK
N8_none_012,8,N8_none,P2,1,,maintained,maintained,True,0.95,All pairs show synchronized movement throughout the entire interval without any visible breakdowns.,OK
N8_none_012,8,N8_none,P3,2,,maintained,maintained,True,0.95,All pairs show synchronized movement throughout the entire interval without any visible breakdowns.,OK
N8_none_012,8,N8_none,P4,3,,maintained,maintained,True,0.95,All pairs show synchronized movement throughout the entire interval without any visible breakdowns.,OK
N8_none_013,8,N8_none,P1,0,,maintained,maintained,True,0.95,All pairs show synchronized movement throughout the entire interval without any visible breakdowns.,OK
N8_none_013,8,N8_none,P2,1,,maintained,maintained,True,0.95,All pairs show synchronized movement throughout the entire interval without any visible breakdowns.,OK
N8_none_013,8,N8_none,P3,2,,maintained,maintained,True,0.95,All pairs show synchronized movement throughout the entire interval without any visible breakdowns.,OK
N8_none_013,8,N8_none,P4,3,,maintained,maintained,True,0.95,All pairs show synchronized movement throughout the entire interval without any visible breakdowns.,OK
N8_none_014,8,N8_none,P1,0,,maintained,maintained,True,0.95,All pairs show synchronized movement throughout the entire interval without any visible breakdowns.,OK
N8_none_014,8,N8_none,P2,1,,maintained,maintained,True,0.95,All pairs show synchronized movement throughout the entire interval without any visible breakdowns.,OK
N8_none_014,8,N8_none,P3,2,,maintained,maintained,True,0.95,All pairs show synchronized movement throughout the entire interval without any visible breakdowns.,OK
N8_none_014,8,N8_none,P4,3,,maintained,maintained,True,0.95,All pairs show synchronized movement throughout the entire interval without any visible breakdowns.,OK
N8_single_000,8,N8_single,P1,0,,maintained,maintained,True,0.95,"Pairs P1, P2, and P3 maintain their relationships throughout the interval, while P4 shows a clear divergence between P4a and P4b starting around the midpoint.",OK
N8_single_000,8,N8_single,P2,1,,maintained,maintained,True,0.95,"Pairs P1, P2, and P3 maintain their relationships throughout the interval, while P4 shows a clear divergence between P4a and P4b starting around the midpoint.",OK
N8_single_000,8,N8_single,P3,2,,maintained,maintained,True,0.95,"Pairs P1, P2, and P3 maintain their relationships throughout the interval, while P4 shows a clear divergence between P4a and P4b starting around the midpoint.",OK
N8_single_000,8,N8_single,P4,3,C3,broken,broken,True,0.95,"Pairs P1, P2, and P3 maintain their relationships throughout the interval, while P4 shows a clear divergence between P4a and P4b starting around the midpoint.",OK
N8_single_001,8,N8_single,P1,0,,maintained,maintained,True,0.95,"P1, P3, and P4 channels remain synchronized throughout, while P2 channels diverge significantly after the first cycle and do not recover.",OK
N8_single_001,8,N8_single,P2,1,,maintained,broken,False,0.95,"P1, P3, and P4 channels remain synchronized throughout, while P2 channels diverge significantly after the first cycle and do not recover.",OK
N8_single_001,8,N8_single,P3,2,C2,broken,maintained,False,0.95,"P1, P3, and P4 channels remain synchronized throughout, while P2 channels diverge significantly after the first cycle and do not recover.",OK
N8_single_001,8,N8_single,P4,3,,maintained,maintained,True,0.95,"P1, P3, and P4 channels remain synchronized throughout, while P2 channels diverge significantly after the first cycle and do not recover.",OK
N8_single_002,8,N8_single,P1,0,,maintained,maintained,True,0.95,"Pairs P1, P2, and P4 maintain their relationships throughout, while P3 shows a clear divergence between P3a and P3b around the middle of the interval.",OK
N8_single_002,8,N8_single,P2,1,,maintained,maintained,True,0.95,"Pairs P1, P2, and P4 maintain their relationships throughout, while P3 shows a clear divergence between P3a and P3b around the middle of the interval.",OK
N8_single_002,8,N8_single,P3,2,C1,broken,broken,True,0.95,"Pairs P1, P2, and P4 maintain their relationships throughout, while P3 shows a clear divergence between P3a and P3b around the middle of the interval.",OK
N8_single_002,8,N8_single,P4,3,,maintained,maintained,True,0.95,"Pairs P1, P2, and P4 maintain their relationships throughout, while P3 shows a clear divergence between P3a and P3b around the middle of the interval.",OK
N8_single_003,8,N8_single,P1,0,,maintained,maintained,True,0.95,"P1, P3, and P4 channels remain synchronized throughout, while P2b becomes flat and loses synchronization with P2a.",OK
N8_single_003,8,N8_single,P2,1,,maintained,broken,False,0.95,"P1, P3, and P4 channels remain synchronized throughout, while P2b becomes flat and loses synchronization with P2a.",OK
N8_single_003,8,N8_single,P3,2,C2,broken,maintained,False,0.95,"P1, P3, and P4 channels remain synchronized throughout, while P2b becomes flat and loses synchronization with P2a.",OK
N8_single_003,8,N8_single,P4,3,,maintained,maintained,True,0.95,"P1, P3, and P4 channels remain synchronized throughout, while P2b becomes flat and loses synchronization with P2a.",OK
N8_single_004,8,N8_single,P1,0,C1,broken,broken,True,0.95,P1a and P1b diverge significantly between time steps 100 and 200. The other pairs maintain their relationships throughout the interval.,OK
N8_single_004,8,N8_single,P2,1,,maintained,maintained,True,0.95,P1a and P1b diverge significantly between time steps 100 and 200. The other pairs maintain their relationships throughout the interval.,OK
N8_single_004,8,N8_single,P3,2,,maintained,maintained,True,0.95,P1a and P1b diverge significantly between time steps 100 and 200. The other pairs maintain their relationships throughout the interval.,OK
N8_single_004,8,N8_single,P4,3,,maintained,maintained,True,0.95,P1a and P1b diverge significantly between time steps 100 and 200. The other pairs maintain their relationships throughout the interval.,OK
N8_single_005,8,N8_single,P1,0,,maintained,maintained,True,0.95,"Pairs P1, P2, and P4 maintain their relationships throughout the interval, while P3 shows a breakdown in synchronization between its channels.",OK
N8_single_005,8,N8_single,P2,1,,maintained,maintained,True,0.95,"Pairs P1, P2, and P4 maintain their relationships throughout the interval, while P3 shows a breakdown in synchronization between its channels.",OK
N8_single_005,8,N8_single,P3,2,,maintained,broken,False,0.95,"Pairs P1, P2, and P4 maintain their relationships throughout the interval, while P3 shows a breakdown in synchronization between its channels.",OK
N8_single_005,8,N8_single,P4,3,C3,broken,maintained,False,0.95,"Pairs P1, P2, and P4 maintain their relationships throughout the interval, while P3 shows a breakdown in synchronization between its channels.",OK
N8_single_006,8,N8_single,P1,0,C1,broken,broken,True,0.95,"P1a and P1b diverge significantly between time steps 100 and 200, while the other pairs maintain their relationships throughout.",OK
N8_single_006,8,N8_single,P2,1,,maintained,maintained,True,0.95,"P1a and P1b diverge significantly between time steps 100 and 200, while the other pairs maintain their relationships throughout.",OK
N8_single_006,8,N8_single,P3,2,,maintained,maintained,True,0.95,"P1a and P1b diverge significantly between time steps 100 and 200, while the other pairs maintain their relationships throughout.",OK
N8_single_006,8,N8_single,P4,3,,maintained,maintained,True,0.95,"P1a and P1b diverge significantly between time steps 100 and 200, while the other pairs maintain their relationships throughout.",OK
N8_single_007,8,N8_single,P1,0,,maintained,maintained,True,0.95,"Pairs P1, P2, and P3 maintain their relationships throughout the interval, while P4 shows a breakdown as P4b becomes constant and does not follow P4a.",OK
N8_single_007,8,N8_single,P2,1,,maintained,maintained,True,0.95,"Pairs P1, P2, and P3 maintain their relationships throughout the interval, while P4 shows a breakdown as P4b becomes constant and does not follow P4a.",OK
N8_single_007,8,N8_single,P3,2,,maintained,maintained,True,0.95,"Pairs P1, P2, and P3 maintain their relationships throughout the interval, while P4 shows a breakdown as P4b becomes constant and does not follow P4a.",OK
N8_single_007,8,N8_single,P4,3,C2,broken,broken,True,0.95,"Pairs P1, P2, and P3 maintain their relationships throughout the interval, while P4 shows a breakdown as P4b becomes constant and does not follow P4a.",OK
N8_single_008,8,N8_single,P1,0,,maintained,maintained,True,0.95,"Pairs P1, P2, and P3 maintain their relationships throughout, while P4 shows a breakdown as P4b deviates significantly from P4a.",OK
N8_single_008,8,N8_single,P2,1,,maintained,maintained,True,0.95,"Pairs P1, P2, and P3 maintain their relationships throughout, while P4 shows a breakdown as P4b deviates significantly from P4a.",OK
N8_single_008,8,N8_single,P3,2,,maintained,maintained,True,0.95,"Pairs P1, P2, and P3 maintain their relationships throughout, while P4 shows a breakdown as P4b deviates significantly from P4a.",OK
N8_single_008,8,N8_single,P4,3,C2,broken,broken,True,0.95,"Pairs P1, P2, and P3 maintain their relationships throughout, while P4 shows a breakdown as P4b deviates significantly from P4a.",OK
N8_single_009,8,N8_single,P1,0,,maintained,maintained,True,0.95,"Pairs P1, P2, and P4 maintain their relationships throughout, while P3 shows a clear divergence between P3a and P3b around the midpoint.",OK
N8_single_009,8,N8_single,P2,1,,maintained,maintained,True,0.95,"Pairs P1, P2, and P4 maintain their relationships throughout, while P3 shows a clear divergence between P3a and P3b around the midpoint.",OK
N8_single_009,8,N8_single,P3,2,C3,broken,broken,True,0.95,"Pairs P1, P2, and P4 maintain their relationships throughout, while P3 shows a clear divergence between P3a and P3b around the midpoint.",OK
N8_single_009,8,N8_single,P4,3,,maintained,maintained,True,0.95,"Pairs P1, P2, and P4 maintain their relationships throughout, while P3 shows a clear divergence between P3a and P3b around the midpoint.",OK
N8_single_010,8,N8_single,P1,0,,maintained,maintained,True,0.95,"P1, P3, and P4 channels remain synchronized throughout, while P2 channels diverge significantly and do not recover.",OK
N8_single_010,8,N8_single,P2,1,C3,broken,broken,True,0.95,"P1, P3, and P4 channels remain synchronized throughout, while P2 channels diverge significantly and do not recover.",OK
N8_single_010,8,N8_single,P3,2,,maintained,maintained,True,0.95,"P1, P3, and P4 channels remain synchronized throughout, while P2 channels diverge significantly and do not recover.",OK
N8_single_010,8,N8_single,P4,3,,maintained,maintained,True,0.95,"P1, P3, and P4 channels remain synchronized throughout, while P2 channels diverge significantly and do not recover.",OK
N8_single_011,8,N8_single,P1,0,C1,broken,broken,True,0.95,"P1 shows a clear divergence between P1a and P1b around the middle of the interval, while the other pairs maintain their relationships throughout.",OK
N8_single_011,8,N8_single,P2,1,,maintained,maintained,True,0.95,"P1 shows a clear divergence between P1a and P1b around the middle of the interval, while the other pairs maintain their relationships throughout.",OK
N8_single_011,8,N8_single,P3,2,,maintained,maintained,True,0.95,"P1 shows a clear divergence between P1a and P1b around the middle of the interval, while the other pairs maintain their relationships throughout.",OK
N8_single_011,8,N8_single,P4,3,,maintained,maintained,True,0.95,"P1 shows a clear divergence between P1a and P1b around the middle of the interval, while the other pairs maintain their relationships throughout.",OK
N8_single_012,8,N8_single,P1,0,,maintained,maintained,True,0.95,"P1, P2, and P4 channels remain synchronized throughout. P3 channels diverge significantly around the midpoint and do not fully recover.",OK
N8_single_012,8,N8_single,P2,1,,maintained,maintained,True,0.95,"P1, P2, and P4 channels remain synchronized throughout. P3 channels diverge significantly around the midpoint and do not fully recover.",OK
N8_single_012,8,N8_single,P3,2,,maintained,broken,False,0.95,"P1, P2, and P4 channels remain synchronized throughout. P3 channels diverge significantly around the midpoint and do not fully recover.",OK
N8_single_012,8,N8_single,P4,3,C1,broken,maintained,False,0.95,"P1, P2, and P4 channels remain synchronized throughout. P3 channels diverge significantly around the midpoint and do not fully recover.",OK
N8_single_013,8,N8_single,P1,0,,maintained,maintained,True,0.95,"P1, P3, and P4 channels remain in sync throughout, while P2 channels diverge significantly around the midpoint and do not recover.",OK
N8_single_013,8,N8_single,P2,1,C1,broken,broken,True,0.95,"P1, P3, and P4 channels remain in sync throughout, while P2 channels diverge significantly around the midpoint and do not recover.",OK
N8_single_013,8,N8_single,P3,2,,maintained,maintained,True,0.95,"P1, P3, and P4 channels remain in sync throughout, while P2 channels diverge significantly around the midpoint and do not recover.",OK
N8_single_013,8,N8_single,P4,3,,maintained,maintained,True,0.95,"P1, P3, and P4 channels remain in sync throughout, while P2 channels diverge significantly around the midpoint and do not recover.",OK
N8_single_014,8,N8_single,P1,0,,maintained,maintained,True,0.95,"Pairs P1, P2, and P4 maintain their relationships throughout the interval, while P3 shows a clear divergence between P3a and P3b starting around the midpoint.",OK
N8_single_014,8,N8_single,P2,1,,maintained,maintained,True,0.95,"Pairs P1, P2, and P4 maintain their relationships throughout the interval, while P3 shows a clear divergence between P3a and P3b starting around the midpoint.",OK
N8_single_014,8,N8_single,P3,2,C3,broken,broken,True,0.95,"Pairs P1, P2, and P4 maintain their relationships throughout the interval, while P3 shows a clear divergence between P3a and P3b starting around the midpoint.",OK
N8_single_014,8,N8_single,P4,3,,maintained,maintained,True,0.95,"Pairs P1, P2, and P4 maintain their relationships throughout the interval, while P3 shows a clear divergence between P3a and P3b starting around the midpoint.",OK
N8_multi_000,8,N8_multi,P1,0,C1,broken,broken,True,0.95,"P1a and P1b diverge significantly between time steps 100 and 200, while other pairs maintain their relationships throughout.",OK
N8_multi_000,8,N8_multi,P2,1,,maintained,maintained,True,0.95,"P1a and P1b diverge significantly between time steps 100 and 200, while other pairs maintain their relationships throughout.",OK
N8_multi_000,8,N8_multi,P3,2,C3,broken,maintained,False,0.95,"P1a and P1b diverge significantly between time steps 100 and 200, while other pairs maintain their relationships throughout.",OK
N8_multi_000,8,N8_multi,P4,3,,maintained,maintained,True,0.95,"P1a and P1b diverge significantly between time steps 100 and 200, while other pairs maintain their relationships throughout.",OK
N8_multi_001,8,N8_multi,P1,0,C1,broken,broken,True,0.95,"P1 shows a clear divergence between P1a and P1b around the middle of the interval, while P2, P3, and P4 maintain their relationships throughout.",OK
N8_multi_001,8,N8_multi,P2,1,,maintained,maintained,True,0.95,"P1 shows a clear divergence between P1a and P1b around the middle of the interval, while P2, P3, and P4 maintain their relationships throughout.",OK
N8_multi_001,8,N8_multi,P3,2,,maintained,maintained,True,0.95,"P1 shows a clear divergence between P1a and P1b around the middle of the interval, while P2, P3, and P4 maintain their relationships throughout.",OK
N8_multi_001,8,N8_multi,P4,3,C3,broken,maintained,False,0.95,"P1 shows a clear divergence between P1a and P1b around the middle of the interval, while P2, P3, and P4 maintain their relationships throughout.",OK
N8_multi_002,8,N8_multi,P1,0,C3,broken,broken,True,0.95,"P1 shows a clear divergence between P1a and P1b around the middle of the interval, while the other pairs maintain their relationships throughout.",OK
N8_multi_002,8,N8_multi,P2,1,,maintained,maintained,True,0.95,"P1 shows a clear divergence between P1a and P1b around the middle of the interval, while the other pairs maintain their relationships throughout.",OK
N8_multi_002,8,N8_multi,P3,2,,maintained,maintained,True,0.95,"P1 shows a clear divergence between P1a and P1b around the middle of the interval, while the other pairs maintain their relationships throughout.",OK
N8_multi_002,8,N8_multi,P4,3,C3,broken,maintained,False,0.95,"P1 shows a clear divergence between P1a and P1b around the middle of the interval, while the other pairs maintain their relationships throughout.",OK
N8_multi_003,8,N8_multi,P1,0,,maintained,maintained,True,0.95,"P1, P3, and P4 channels remain in sync throughout, while P2 channels diverge significantly around the midpoint and do not recover.",OK
N8_multi_003,8,N8_multi,P2,1,C3,broken,broken,True,0.95,"P1, P3, and P4 channels remain in sync throughout, while P2 channels diverge significantly around the midpoint and do not recover.",OK
N8_multi_003,8,N8_multi,P3,2,,maintained,maintained,True,0.95,"P1, P3, and P4 channels remain in sync throughout, while P2 channels diverge significantly around the midpoint and do not recover.",OK
N8_multi_003,8,N8_multi,P4,3,C2,broken,maintained,False,0.95,"P1, P3, and P4 channels remain in sync throughout, while P2 channels diverge significantly around the midpoint and do not recover.",OK
N8_multi_004,8,N8_multi,P1,0,,maintained,maintained,True,0.95,"P1, P3, and P4 channels remain synchronized throughout, while P2 channels diverge significantly between time steps 100 and 200.",OK
N8_multi_004,8,N8_multi,P2,1,C3,broken,broken,True,0.95,"P1, P3, and P4 channels remain synchronized throughout, while P2 channels diverge significantly between time steps 100 and 200.",OK
N8_multi_004,8,N8_multi,P3,2,C1,broken,maintained,False,0.95,"P1, P3, and P4 channels remain synchronized throughout, while P2 channels diverge significantly between time steps 100 and 200.",OK
N8_multi_004,8,N8_multi,P4,3,,maintained,maintained,True,0.95,"P1, P3, and P4 channels remain synchronized throughout, while P2 channels diverge significantly between time steps 100 and 200.",OK
N8_multi_005,8,N8_multi,P1,0,C1,broken,broken,True,0.95,"P1a and P1b diverge significantly around the middle of the interval, while the other pairs maintain their relationships throughout.",OK
N8_multi_005,8,N8_multi,P2,1,,maintained,maintained,True,0.95,"P1a and P1b diverge significantly around the middle of the interval, while the other pairs maintain their relationships throughout.",OK
N8_multi_005,8,N8_multi,P3,2,,maintained,maintained,True,0.95,"P1a and P1b diverge significantly around the middle of the interval, while the other pairs maintain their relationships throughout.",OK
N8_multi_005,8,N8_multi,P4,3,C2,broken,maintained,False,0.95,"P1a and P1b diverge significantly around the middle of the interval, while the other pairs maintain their relationships throughout.",OK
N8_multi_006,8,N8_multi,P1,0,C2,broken,broken,True,0.95,"P1a and P1b diverge significantly after the initial period. P2a and P2b show a clear divergence around the middle of the interval. P3a and P3b, as well as P4a and P4b, remain synchronized throughout.",OK
N8_multi_006,8,N8_multi,P2,1,C1,broken,broken,True,0.95,"P1a and P1b diverge significantly after the initial period. P2a and P2b show a clear divergence around the middle of the interval. P3a and P3b, as well as P4a and P4b, remain synchronized throughout.",OK
N8_multi_006,8,N8_multi,P3,2,,maintained,maintained,True,0.95,"P1a and P1b diverge significantly after the initial period. P2a and P2b show a clear divergence around the middle of the interval. P3a and P3b, as well as P4a and P4b, remain synchronized throughout.",OK
N8_multi_006,8,N8_multi,P4,3,,maintained,maintained,True,0.95,"P1a and P1b diverge significantly after the initial period. P2a and P2b show a clear divergence around the middle of the interval. P3a and P3b, as well as P4a and P4b, remain synchronized throughout.",OK
N8_multi_007,8,N8_multi,P1,0,,maintained,maintained,True,0.95,"Pairs P1 and P2 maintain their relationship throughout the interval. P3 and P4 show significant divergence between their channels, indicating a breakdown.",OK
N8_multi_007,8,N8_multi,P2,1,,maintained,maintained,True,0.95,"Pairs P1 and P2 maintain their relationship throughout the interval. P3 and P4 show significant divergence between their channels, indicating a breakdown.",OK
N8_multi_007,8,N8_multi,P3,2,C1,broken,broken,True,0.95,"Pairs P1 and P2 maintain their relationship throughout the interval. P3 and P4 show significant divergence between their channels, indicating a breakdown.",OK
N8_multi_007,8,N8_multi,P4,3,C3,broken,broken,True,0.95,"Pairs P1 and P2 maintain their relationship throughout the interval. P3 and P4 show significant divergence between their channels, indicating a breakdown.",OK
N8_multi_008,8,N8_multi,P1,0,,maintained,maintained,True,0.95,"P1, P3, and P4 channels remain closely aligned throughout, while P2 channels diverge significantly around the peak and trough regions.",OK
N8_multi_008,8,N8_multi,P2,1,C1,broken,broken,True,0.95,"P1, P3, and P4 channels remain closely aligned throughout, while P2 channels diverge significantly around the peak and trough regions.",OK
N8_multi_008,8,N8_multi,P3,2,C1,broken,maintained,False,0.95,"P1, P3, and P4 channels remain closely aligned throughout, while P2 channels diverge significantly around the peak and trough regions.",OK
N8_multi_008,8,N8_multi,P4,3,,maintained,maintained,True,0.95,"P1, P3, and P4 channels remain closely aligned throughout, while P2 channels diverge significantly around the peak and trough regions.",OK
N8_multi_009,8,N8_multi,P1,0,C3,broken,broken,True,0.95,"P1 and P2 show significant divergence in their channels, while P3 and P4 maintain a consistent relationship throughout.",OK
N8_multi_009,8,N8_multi,P2,1,C1,broken,broken,True,0.95,"P1 and P2 show significant divergence in their channels, while P3 and P4 maintain a consistent relationship throughout.",OK
N8_multi_009,8,N8_multi,P3,2,,maintained,maintained,True,0.95,"P1 and P2 show significant divergence in their channels, while P3 and P4 maintain a consistent relationship throughout.",OK
N8_multi_009,8,N8_multi,P4,3,,maintained,maintained,True,0.95,"P1 and P2 show significant divergence in their channels, while P3 and P4 maintain a consistent relationship throughout.",OK
N8_multi_010,8,N8_multi,P1,0,,maintained,maintained,True,0.95,"P1, P3, and P4 channels remain in sync throughout, while P2 channels diverge significantly after the midpoint and do not recover.",OK
N8_multi_010,8,N8_multi,P2,1,C3,broken,broken,True,0.95,"P1, P3, and P4 channels remain in sync throughout, while P2 channels diverge significantly after the midpoint and do not recover.",OK
N8_multi_010,8,N8_multi,P3,2,C2,broken,maintained,False,0.95,"P1, P3, and P4 channels remain in sync throughout, while P2 channels diverge significantly after the midpoint and do not recover.",OK
N8_multi_010,8,N8_multi,P4,3,,maintained,maintained,True,0.95,"P1, P3, and P4 channels remain in sync throughout, while P2 channels diverge significantly after the midpoint and do not recover.",OK
N8_multi_011,8,N8_multi,P1,0,C2,broken,broken,True,0.95,"P1b remains constant while P1a varies, breaking their relationship. P2b diverges significantly from P2a. P3a and P3b, as well as P4a and P4b, maintain their relationships throughout.",OK
N8_multi_011,8,N8_multi,P2,1,C1,broken,broken,True,0.95,"P1b remains constant while P1a varies, breaking their relationship. P2b diverges significantly from P2a. P3a and P3b, as well as P4a and P4b, maintain their relationships throughout.",OK
N8_multi_011,8,N8_multi,P3,2,,maintained,maintained,True,0.95,"P1b remains constant while P1a varies, breaking their relationship. P2b diverges significantly from P2a. P3a and P3b, as well as P4a and P4b, maintain their relationships throughout.",OK
N8_multi_011,8,N8_multi,P4,3,,maintained,maintained,True,0.95,"P1b remains constant while P1a varies, breaking their relationship. P2b diverges significantly from P2a. P3a and P3b, as well as P4a and P4b, maintain their relationships throughout.",OK
N8_multi_012,8,N8_multi,P1,0,,maintained,maintained,True,0.95,"Pairs P1 and P2 maintain their synchronization throughout. P3 and P4 show significant divergence in their respective channels, indicating a breakdown in their relationships.",OK
N8_multi_012,8,N8_multi,P2,1,,maintained,maintained,True,0.95,"Pairs P1 and P2 maintain their synchronization throughout. P3 and P4 show significant divergence in their respective channels, indicating a breakdown in their relationships.",OK
N8_multi_012,8,N8_multi,P3,2,C1,broken,broken,True,0.95,"Pairs P1 and P2 maintain their synchronization throughout. P3 and P4 show significant divergence in their respective channels, indicating a breakdown in their relationships.",OK
N8_multi_012,8,N8_multi,P4,3,C3,broken,broken,True,0.95,"Pairs P1 and P2 maintain their synchronization throughout. P3 and P4 show significant divergence in their respective channels, indicating a breakdown in their relationships.",OK
N8_multi_013,8,N8_multi,P1,0,C1,broken,broken,True,0.95,"P1 and P2 show significant divergence between their channels during the middle of the interval, while P3 and P4 maintain synchronization throughout.",OK
N8_multi_013,8,N8_multi,P2,1,C3,broken,broken,True,0.95,"P1 and P2 show significant divergence between their channels during the middle of the interval, while P3 and P4 maintain synchronization throughout.",OK
N8_multi_013,8,N8_multi,P3,2,,maintained,maintained,True,0.95,"P1 and P2 show significant divergence between their channels during the middle of the interval, while P3 and P4 maintain synchronization throughout.",OK
N8_multi_013,8,N8_multi,P4,3,,maintained,maintained,True,0.95,"P1 and P2 show significant divergence between their channels during the middle of the interval, while P3 and P4 maintain synchronization throughout.",OK
N8_multi_014,8,N8_multi,P1,0,,maintained,maintained,True,0.95,"P1, P3, and P4 channels remain synchronized throughout, while P2 channels diverge significantly around the midpoint and do not recover.",OK
N8_multi_014,8,N8_multi,P2,1,C2,broken,broken,True,0.95,"P1, P3, and P4 channels remain synchronized throughout, while P2 channels diverge significantly around the midpoint and do not recover.",OK
N8_multi_014,8,N8_multi,P3,2,,maintained,maintained,True,0.95,"P1, P3, and P4 channels remain synchronized throughout, while P2 channels diverge significantly around the midpoint and do not recover.",OK
N8_multi_014,8,N8_multi,P4,3,C2,broken,maintained,False,0.95,"P1, P3, and P4 channels remain synchronized throughout, while P2 channels diverge significantly around the midpoint and do not recover.",OK
